product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate;State
sip;off;tls;off;auto;pcma-8000;vp8;240;off;off;726;4585;4535;1080;irc;on;auto;off;auto;g722-16000;auto;480;on;off;997;3022;4071;3809;Failed
iptel.org;on;auto;off;auto;amr-wb-16000;red;1080;off;off;641;4719;4837;284;irc;on;auto;off;auto;pcma-8000;vp8;1080;on;off;932;4673;4560;3809;Failed
sip;off;tls;off;auto;pcmu-8000;vp8;1080;off;on;929;4585;4845;719;irc;on;auto;off;auto;gsm-8000;auto;1080;on;off;612;4673;4716;3809;Failed
sip;off;tls;off;auto;pcmu-8000;vp8;1080;off;on;726;4585;4845;719;irc;on;auto;off;auto;gsm-8000;auto;1080;on;off;612;4673;1893;3795;Failed
iptel.org;on;auto;on;auto;silk-12000;h264;360;off;off;684;4719;4939;2544;ippi;on;udp;off;true;speex-32000;h264;1080;off;off;790;4796;106;3662;Failed
iptel.org;on;udp;off;auto;silk-16000;h264;480;off;off;1306;4639;4845;2531;iptel.org;on;auto;off;false;silk-16000;rtx;360;on;off;1393;3394;877;701;Failed
iptel.org;off;tls;off;auto;silk-12000;red;1080;off;off;1324;4719;4837;2397;ippi;on;auto;off;true;opus-48000;h264;480;off;on;1356;289;505;420;Failed
ippi;off;tls;off;false;amr-wb-16000;red;480;on;on;1475;4585;1079;1929;icq;off;auto;off;true;silk-16000;ulpfec;1080;on;on;932;4673;1893;3809;Failed
iptel.org;off;tcp;off;auto;pcma-8000;auto;360;off;on;720;4727;4593;393;irc;on;auto;off;auto;speex-32000;auto;1080;on;off;1331;2623;106;3662;Connected
iptel.org;on;tcp;on;auto;silk-12000;h264;1080;off;on;552;4719;4767;2544;ippi;on;auto;off;true;opus-48000;h264;480;off;off;1026;912;2080;2069;Failed
sip;off;tls;off;auto;pcma-8000;auto;240;on;on;720;4585;1022;809;irc;on;auto;off;auto;ilbc-8000;vp8;1080;on;on;1258;2562;106;3662;Failed
iptel.org;off;auto;off;auto;silk-12000;red;1080;off;off;641;4719;4837;2397;icq;on;auto;off;true;opus-48000;h264;480;off;off;1026;912;2080;2069;Failed
iptel.org;off;tls;on;auto;auto;vp8;240;off;on;726;4585;4845;719;irc;on;auto;off;auto;g722-16000;auto;480;on;off;997;3022;4716;3872;Failed
sip;off;tls;off;auto;auto;vp8;240;on;on;726;4585;2198;719;irc;on;auto;off;auto;silk-12000;vp8;1080;on;on;602;2923;1880;3535;Failed
ippi;on;udp;off;auto;amr-wb-16000;h264;1080;on;off;1306;4639;4845;295;iptel.org;on;auto;off;auto;g722-16000;rtx;1080;off;on;747;2483;106;3662;Failed
ippi;on;udp;off;auto;pcmu-8000;h264;480;off;off;1306;4639;4845;2531;iptel.org;on;auto;off;false;silk-16000;rtx;1080;on;on;945;3863;806;3856;Failed
iptel.org;off;tls;off;auto;pcma-8000;auto;240;off;on;739;4585;3695;284;irc;on;auto;off;false;ilbc-8000;vp8;1080;on;off;997;4796;106;3662;Failed
sip;off;tls;on;auto;auto;vp8;240;off;on;726;4585;4845;719;irc;on;auto;off;auto;g722-16000;auto;720;on;off;997;3022;4716;3809;Failed
ippi;on;tcp;besteffort;auto;silk-12000;red;1080;off;off;1422;1344;4767;2544;icq;on;udp;off;true;opus-48000;h264;480;off;off;1026;912;2080;3219;Failed
iptel.org;off;tls;on;auto;amr-wb-16000;red;480;off;on;1306;4951;4767;2544;irc;on;auto;off;false;pcma-8000;rtx;1080;on;off;1331;2562;106;4079;Failed
iptel.org;off;tls;off;auto;pcmu-8000;vp8;240;off;off;726;4585;4845;1080;irc;on;auto;off;auto;g722-16000;auto;480;on;off;591;4673;3711;3535;Failed
ippi;on;udp;off;false;amr-wb-16000;red;480;on;on;1146;4585;2079;836;icq;on;auto;off;auto;silk-12000;rtx;1080;on;on;867;2130;106;3936;Failed
ippi;on;udp;off;auto;pcmu-8000;h264;480;off;off;1306;4639;4845;2531;iptel.org;on;auto;off;false;silk-16000;rtx;1080;on;on;1393;3394;877;701;Failed
iptel.org;off;tls;off;false;silk-24000;red;480;off;on;1081;4585;2079;284;icq;on;auto;off;true;silk-12000;rtx;1080;on;off;519;4796;1965;3662;Connected
iptel.org;on;tls;off;auto;pcmu-8000;vp8;240;off;off;726;4585;4845;1080;irc;on;auto;off;auto;silk-16000;auto;480;on;off;591;4673;4560;3809;Failed
iptel.org;off;tls;on;auto;auto;vp8;240;off;on;726;4585;2315;284;h323;off;auto;off;auto;ilbc-8000;vp8;1080;on;on;1468;2463;1121;3549;Failed
sip;off;tls;off;auto;pcma-8000;auto;240;on;on;726;4585;4557;284;irc;on;auto;off;auto;pcma-8000;vp8;1080;on;off;932;4673;4560;3809;Failed
iptel.org;off;tls;off;auto;pcmu-8000;h264;240;off;on;726;4585;1079;284;icq;off;auto;off;auto;telephone-event-80000;rtx;1080;off;on;747;4567;1893;3809;Failed
iptel.org;off;tls;off;auto;pcma-8000;vp8;240;off;off;726;4585;4845;284;irc;on;auto;off;auto;gsm-8000;ulpfec;480;off;off;1393;3394;877;3662;Failed
ippi;on;auto;besteffort;auto;silk-12000;red;1080;off;off;1422;1344;860;2544;icq;on;udp;off;true;opus-48000;h264;480;off;off;1026;912;3065;2069;Connected
iptel.org;on;tls;off;false;amr-wb-16000;h264;240;on;on;1146;4585;1022;284;irc;on;auto;off;false;gsm-8000;auto;1080;on;on;1038;4657;1776;3662;Failed
sip;off;tls;on;auto;auto;vp8;240;off;off;726;4585;4845;1080;irc;on;auto;off;auto;g722-16000;vp8;1080;on;off;821;3922;1961;3549;Failed
ippi;on;tcp;on;auto;silk-12000;h264;1080;off;off;1306;4639;4767;2490;googletalk;on;udp;off;auto;speex-32000;h264;480;off;off;1309;289;4624;3549;Failed
irc;off;tls;off;auto;pcma-8000;auto;480;off;on;726;4585;4593;393;irc;on;auto;off;auto;silk-24000;auto;1080;on;on;595;2629;3705;3795;Connected
iptel.org;off;tcp;on;auto;gsm-8000;vp8;1080;off;on;726;4585;4845;719;irc;on;auto;off;auto;gsm-8000;auto;1080;on;off;612;4673;1893;3795;Failed
irc;off;tls;off;auto;silk-12000;auto;240;off;on;726;4585;4845;719;irc;on;auto;off;auto;speex-32000;auto;1080;on;off;1331;2623;106;3662;Failed
iptel.org;off;tls;off;auto;pcmu-8000;vp8;240;off;off;726;4585;4845;1914;h323;on;auto;off;auto;g722-16000;vp8;1080;on;off;997;3022;4716;3809;Failed
sip;off;tls;off;auto;pcma-8000;vp8;240;off;on;726;4585;1211;284;irc;on;auto;off;auto;auto;ulpfec;1080;off;on;1258;4673;1893;3795;Failed
iptel.org;off;tls;off;auto;pcma-8000;vp8;240;on;on;726;4585;4845;284;irc;on;auto;off;auto;ilbc-8000;vp8;1080;on;on;1258;2562;106;3662;Failed
iptel.org;on;tcp;off;auto;silk-12000;h264;360;off;off;1422;1344;4767;2544;icq;on;udp;off;true;opus-48000;h264;480;off;off;1309;289;4624;2069;Connected
sip;off;udp;off;auto;pcma-8000;auto;480;off;on;726;4585;4593;393;irc;on;auto;off;auto;g722-16000;vp8;1080;off;off;882;3022;4716;3535;Failed
ippi;on;auto;off;true;amr-wb-16000;red;1080;off;off;1422;1344;727;1701;icq;off;udp;off;false;speex-32000;h264;480;off;on;1356;289;505;3219;Failed
iptel.org;off;tcp;off;true;gsm-8000;red;480;off;on;1146;4585;1079;1241;icq;on;auto;off;auto;pcma-8000;ulpfec;1080;on;off;785;3004;466;3775;Failed
iptel.org;off;tls;off;auto;speex-16000;h264;240;off;on;726;4585;4845;2365;irc;on;auto;off;auto;g722-16000;auto;480;on;off;680;289;1237;367;Connected
iptel.org;on;tcp;off;auto;pcma-8000;auto;480;off;on;726;4585;4593;393;irc;on;auto;off;auto;gsm-8000;vp8;1080;on;off;997;3022;4716;3809;Failed
sip;off;tls;off;auto;pcma-8000;vp8;240;on;on;1079;4585;3695;284;h323;on;auto;off;auto;pcma-8000;ulpfec;1080;on;on;953;2931;466;3775;Failed
sip;off;tls;off;auto;opus-48000;vp8;240;off;off;1032;4585;4845;1080;irc;on;auto;off;true;gsm-8000;ulpfec;1080;on;on;932;2562;162;4085;Failed
iptel.org;on;udp;off;auto;pcma-8000;auto;240;off;off;726;4585;4845;441;irc;on;auto;off;auto;g722-16000;vp8;1080;on;off;997;3022;4716;3809;Failed
iptel.org;off;tls;off;auto;speex-16000;h264;240;off;on;726;4719;4278;3105;icq;on;auto;off;true;silk-16000;rtx;480;on;off;1309;3423;505;3219;Connected
iptel.org;off;udp;off;auto;pcma-8000;auto;240;off;on;726;4585;169;719;h323;on;auto;off;auto;silk-16000;ulpfec;1080;off;on;1258;4673;1893;2565;Failed
sip;on;tls;off;auto;pcma-8000;vp8;240;off;on;981;4727;2565;284;iptel.org;on;auto;off;auto;pcma-8000;ulpfec;1080;on;on;785;3870;466;3775;Failed
iptel.org;off;tls;off;auto;amr-wb-16000;red;240;off;off;726;4585;155;284;irc;on;auto;off;true;gsm-8000;ulpfec;1080;on;on;932;4673;1893;3809;Failed
iptel.org;off;tls;off;auto;pcma-8000;vp8;720;on;on;726;4585;4845;548;irc;on;auto;off;auto;g722-16000;ulpfec;480;off;off;1248;4673;1893;3809;Failed
ippi;on;tcp;on;auto;silk-12000;h264;1080;off;off;684;4719;4447;4864;icq;on;udp;off;true;silk-16000;rtx;480;off;off;681;162;1215;1595;Failed
ippi;off;tls;off;false;amr-wb-16000;red;480;on;on;1409;4585;1079;1929;icq;off;auto;off;true;silk-12000;ulpfec;1080;on;off;932;4673;3705;3549;Failed
iptel.org;off;auto;off;auto;pcma-8000;auto;240;off;on;726;4585;4845;284;irc;on;auto;off;auto;g722-16000;vp8;1080;on;off;1220;2562;1893;3809;Failed
ippi;on;auto;off;auto;silk-12000;h264;1080;off;on;720;4727;4593;393;irc;on;auto;off;auto;silk-12000;vp8;1080;off;on;1258;2562;106;3662;Failed
iptel.org;off;tls;off;auto;pcmu-8000;vp8;480;off;on;726;4585;4845;284;irc;on;auto;off;auto;pcma-8000;auto;1080;off;off;988;4633;4716;3809;Failed
iptel.org;off;tls;off;auto;pcma-8000;auto;240;on;on;726;4585;3695;284;irc;on;auto;off;auto;pcma-8000;vp8;1080;off;on;730;3870;1861;3872;Failed
iptel.org;off;udp;off;auto;pcma-8000;auto;240;off;off;726;4585;4845;1080;irc;on;auto;off;auto;g722-16000;auto;480;on;on;680;2130;106;3872;Failed
iptel.org;on;udp;off;auto;amr-wb-16000;red;240;on;on;1129;4805;2147;1871;iptel.org;on;auto;off;auto;telephone-event-80000;rtx;1080;on;on;681;4052;4406;3795;Connected
iptel.org;off;tls;off;false;amr-wb-16000;h264;240;on;on;726;4585;3695;284;h323;on;auto;off;false;g722-16000;vp8;1080;on;off;821;3922;1961;3549;Failed
iptel.org;off;tls;off;auto;pcma-8000;vp8;720;on;on;726;4585;3695;284;irc;on;auto;off;auto;silk-12000;vp8;1080;on;off;1150;3016;3071;3795;Failed
sip;off;tls;off;true;pcma-8000;auto;360;off;on;726;4585;4845;1592;irc;on;auto;off;auto;gsm-8000;auto;480;on;off;504;3022;1734;3535;Failed
iptel.org;on;udp;besteffort;auto;silk-12000;h264;360;off;off;684;4719;4447;4679;ippi;on;udp;off;false;speex-16000;h264;480;off;on;1356;289;505;420;Connected
iptel.org;on;auto;on;auto;silk-12000;red;1080;off;off;1422;1344;4767;2490;irc;on;udp;off;true;opus-48000;h264;480;on;off;1026;912;3330;2069;Failed
sip;off;tls;off;auto;auto;vp8;480;off;on;726;4585;4845;284;irc;on;auto;off;auto;g722-16000;vp8;1080;on;off;1220;2562;1893;3809;Failed
iptel.org;off;auto;off;false;speex-8000;red;240;on;on;720;4585;779;302;irc;on;auto;off;auto;ilbc-8000;vp8;1080;on;off;1015;3022;720;3809;Failed
iptel.org;off;tcp;off;true;pcma-8000;vp8;480;off;on;739;4585;3695;284;irc;on;auto;off;auto;pcma-8000;vp8;1080;on;off;932;3481;4560;3809;Failed
iptel.org;on;auto;besteffort;auto;silk-12000;red;1080;off;off;1422;1344;4767;2490;icq;on;udp;off;true;speex-32000;h264;480;off;off;1309;289;4624;2069;Failed
iptel.org;off;udp;off;auto;gsm-8000;red;360;off;on;726;4585;2315;1420;irc;on;auto;off;false;ilbc-8000;ulpfec;1080;off;on;1067;2562;106;3533;Failed
iptel.org;on;auto;on;auto;silk-12000;h264;360;off;off;726;4585;4845;719;irc;on;auto;off;auto;gsm-8000;auto;1080;on;off;612;4606;3705;3549;Failed
sip;off;tls;off;true;auto;auto;240;on;on;726;4585;1022;809;irc;on;auto;off;auto;ilbc-8000;vp8;1080;off;on;1258;2562;106;3662;Failed
sip;off;tcp;off;auto;pcmu-8000;vp8;240;off;off;1032;4585;4845;284;h323;off;auto;off;auto;silk-16000;ulpfec;1080;off;on;1082;4673;1893;3795;Failed
sip;off;tls;off;auto;pcmu-8000;vp8;240;off;on;726;4585;4845;284;irc;on;auto;off;auto;gsm-8000;vp8;1080;on;off;1399;2562;162;4085;Failed
ippi;on;auto;on;auto;silk-12000;red;720;off;off;1422;1344;4767;2490;icq;on;auto;off;true;speex-32000;h264;480;off;off;1309;289;4624;2069;Failed
sip;off;tls;off;auto;pcma-8000;vp8;240;on;on;726;4585;3695;284;h323;on;auto;off;auto;speex-32000;rtx;1080;on;on;1094;2923;1734;3535;Failed
iptel.org;on;auto;off;true;amr-wb-16000;red;480;on;on;1146;4585;2462;284;icq;on;auto;off;false;silk-12000;rtx;1080;on;on;1468;2463;1121;3662;Failed
