product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate;State
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;750;4827;3102;1409;irc;off;auto;on;auto;silk-8000;vp8;240;on;off;604;2878;246;1330;Failed
iptel.org;off;tls;on;auto;silk-24000;auto;240;on;on;1052;4827;3102;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;525;3847;246;3946;Failed
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;957;4827;3111;1231;irc;off;auto;on;auto;speex-32000;ulpfec;480;on;off;1047;4182;113;3946;Failed
iptel.org;off;tls;off;auto;amr-wb-16000;red;720;off;off;1049;4827;3155;1231;irc;off;auto;off;auto;amr-wb-16000;rtx;1080;on;off;757;4093;269;2302;Failed
iptel.org;on;tcp;off;auto;pcma-8000;red;720;off;off;1049;4827;1970;1231;irc;off;auto;off;auto;silk-12000;rtx;240;on;off;1107;2592;369;4109;Connected
irc;off;tls;on;auto;silk-24000;rtx;240;off;on;1052;4827;3102;1231;irc;off;auto;besteffort;auto;speex-32000;vp8;240;off;off;938;2695;113;3946;Failed
iptel.org;on;tls;off;auto;pcma-8000;red;720;off;off;1049;4827;4494;1542;googletalk;off;udp;off;true;silk-16000;rtx;1080;on;off;1114;4166;269;283;Connected
irc;off;tls;on;auto;silk-24000;rtx;240;off;on;957;4827;3111;2422;irc;off;auto;off;auto;speex-32000;h264;480;on;off;938;3724;208;4109;Failed
iptel.org;on;tls;off;auto;pcma-8000;red;720;off;off;1049;4827;1970;1231;irc;off;auto;off;auto;silk-12000;rtx;240;on;off;1107;2592;369;4109;Failed
h323;off;tls;on;auto;silk-24000;vp8;480;off;on;879;4827;1601;1801;irc;on;auto;on;auto;g722-16000;vp8;480;on;off;1114;2878;369;3298;Failed
iptel.org;on;tls;off;auto;amr-wb-16000;red;480;off;on;1049;4827;3933;1727;icq;off;auto;off;auto;silk-24000;rtx;1080;on;on;502;3847;246;3946;Connected
iptel.org;off;tls;on;auto;silk-24000;red;240;on;on;1049;4827;3111;1231;irc;off;auto;on;auto;speex-32000;vp8;480;off;off;1145;2564;113;4099;Failed
sip;off;tcp;on;auto;silk-24000;vp8;240;off;on;1052;4827;3102;1231;h323;off;auto;on;auto;speex-32000;ulpfec;240;on;off;1043;2564;246;4082;Failed
iptel.org;off;tls;off;auto;silk-12000;h264;240;on;on;1052;4827;3102;1231;irc;off;auto;off;auto;ilbc-8000;rtx;1080;on;on;1001;2564;208;315;Failed
iptel.org;on;tls;off;auto;pcma-8000;red;480;on;on;1049;4827;2936;1231;icq;off;auto;off;auto;silk-12000;rtx;240;on;off;525;2564;113;3946;Failed
sip;off;tls;on;auto;silk-24000;vp8;480;off;on;879;4827;1601;1801;irc;on;auto;off;auto;pcmu-8000;vp8;360;on;off;930;2592;295;3901;Failed
iptel.org;on;tls;off;auto;pcma-8000;h264;480;on;on;1049;4827;2259;1231;aim;off;auto;off;auto;speex-32000;rtx;1080;on;off;704;3724;208;4109;Failed
sip;off;tls;on;auto;silk-24000;vp8;480;off;on;750;4827;3102;1409;irc;on;auto;on;auto;telephone-event-80000;vp8;240;on;off;525;2982;113;4109;Failed
iptel.org;on;tls;on;auto;silk-24000;auto;240;off;off;1052;4827;3206;1231;irc;off;auto;on;false;pcmu-8000;rtx;480;on;off;930;2592;295;3946;Failed
aim;off;tls;off;auto;silk-24000;auto;240;on;on;1052;4827;4447;1231;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;938;2695;113;3946;Connected
h323;off;tls;on;auto;silk-24000;vp8;360;off;on;1052;4827;3102;1231;irc;off;auto;on;auto;pcma-8000;vp8;240;on;off;769;2878;246;4109;Failed
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1052;4827;2478;1231;irc;off;auto;on;auto;speex-32000;vp8;480;on;off;1114;4696;208;834;Failed
sip;off;tls;on;auto;silk-24000;vp8;720;off;on;1041;4827;3124;1231;irc;on;auto;off;auto;speex-32000;vp8;1080;on;off;1001;2564;113;3946;Failed
iptel.org;off;tls;on;auto;silk-24000;auto;240;on;on;957;4827;3111;1231;irc;off;auto;on;auto;speex-32000;vp8;480;on;off;1145;2564;113;4109;Failed
irc;off;tls;on;auto;opus-48000;auto;240;on;on;1052;4827;3102;1231;irc;off;auto;off;auto;g722-16000;vp8;480;on;off;1114;4166;269;3946;Failed
irc;off;tls;on;auto;silk-24000;ulpfec;720;on;on;988;4827;3102;1231;irc;on;auto;besteffort;auto;amr-wb-16000;vp8;480;on;off;790;2564;113;3946;Failed
iptel.org;on;tls;off;auto;silk-24000;h264;480;off;on;988;4827;1601;1231;googletalk;off;auto;off;auto;pcmu-8000;ulpfec;360;on;off;957;2558;295;4109;Failed
h323;off;tls;on;auto;silk-24000;vp8;480;off;on;879;4827;3111;1231;irc;off;auto;on;auto;speex-32000;vp8;480;off;off;1145;2564;113;4099;Failed
iptel.org;off;tls;off;auto;amr-wb-16000;red;720;off;off;1049;4827;1834;1231;irc;off;auto;off;auto;auto;h264;480;on;off;938;2592;269;2457;Failed
iptel.org;off;tls;on;auto;silk-24000;vp8;480;off;on;750;4827;3102;1409;irc;on;auto;on;auto;telephone-event-80000;vp8;240;on;off;525;2982;113;4109;Failed
irc;off;tls;on;auto;silk-24000;rtx;240;on;on;1052;4827;3102;1231;irc;off;auto;besteffort;auto;telephone-event-80000;vp8;240;on;off;537;2564;246;4082;Failed
iptel.org;off;tls;on;auto;silk-24000;vp8;240;on;on;1052;4827;3102;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;938;3724;208;4109;Failed
sip;off;tls;on;auto;silk-24000;vp8;1080;off;on;1041;4827;3632;1822;irc;on;auto;off;auto;silk-16000;ulpfec;360;on;off;747;3276;246;3946;Failed
irc;off;tls;on;auto;silk-24000;auto;240;off;on;1240;4827;3102;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;747;3276;246;3946;Failed
sip;off;tls;on;auto;pcma-8000;h264;480;on;on;1052;4827;3102;1231;irc;off;auto;besteffort;auto;speex-32000;vp8;240;on;off;938;2695;113;3946;Failed
h323;off;tls;on;auto;silk-24000;vp8;360;off;on;1052;4827;3102;1231;irc;off;auto;off;auto;auto;vp8;480;on;off;672;2558;295;4109;Failed
sip;off;tls;on;auto;silk-24000;vp8;240;on;on;1052;4827;1143;1231;irc;off;auto;off;auto;silk-16000;vp8;480;on;on;938;2558;113;3946;Failed
iptel.org;on;tls;off;auto;silk-16000;red;720;on;on;957;4827;1884;1231;irc;on;auto;off;auto;silk-12000;rtx;240;on;off;854;2592;369;4109;Failed
irc;off;tls;on;auto;silk-24000;red;480;off;on;929;4827;3111;2422;irc;off;auto;off;auto;silk-8000;rtx;480;on;off;1114;4166;269;283;Failed
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;957;4827;1601;1231;irc;on;auto;on;auto;pcmu-8000;vp8;240;on;off;549;2558;208;4109;Failed
irc;off;tls;on;auto;silk-24000;h264;480;on;on;1052;4827;3102;1231;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;1114;4418;113;3946;Failed
irc;off;tls;on;auto;silk-24000;auto;720;off;off;1052;4827;2576;1231;irc;off;auto;on;auto;pcmu-8000;rtx;480;on;off;930;2592;295;3946;Failed
iptel.org;off;tls;on;auto;silk-24000;vp8;240;off;on;957;4827;3933;1231;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;525;2878;246;2298;Failed
aim;off;tls;on;auto;silk-24000;vp8;720;off;on;957;4827;3102;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;525;3847;246;3946;Failed
h323;off;tls;on;auto;silk-24000;vp8;480;off;on;1052;4827;3102;1231;irc;on;auto;besteffort;auto;speex-32000;vp8;240;on;off;938;2695;113;3946;Failed
sip;off;tls;on;auto;silk-24000;vp8;480;off;on;957;4827;3111;1231;irc;off;auto;on;auto;speex-32000;vp8;480;on;off;938;2558;208;4109;Failed
iptel.org;off;tls;off;auto;amr-wb-16000;red;480;off;on;1049;4827;3933;1727;icq;off;auto;off;auto;silk-24000;rtx;1080;on;on;502;3847;246;3946;Failed
iptel.org;off;tls;on;auto;silk-24000;red;480;on;on;957;4827;3102;1231;irc;on;auto;off;auto;pcma-8000;rtx;480;on;off;1001;717;113;3946;Failed
iptel.org;on;tls;off;auto;amr-wb-16000;red;1080;on;off;1206;4827;3933;318;icq;off;auto;off;auto;silk-24000;rtx;1080;on;off;930;2592;295;3901;Failed
iptel.org;on;tls;off;auto;pcma-8000;red;480;on;on;1049;4827;2936;1231;icq;off;auto;off;auto;silk-12000;rtx;720;on;on;918;2564;113;3946;Failed
irc;off;tls;off;auto;silk-24000;red;240;off;off;1049;4827;1834;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;502;2564;113;3946;Failed
iptel.org;on;tls;off;auto;pcma-8000;h264;480;off;off;705;4827;3933;2932;icq;off;udp;off;true;telephone-event-80000;rtx;1080;on;off;936;3867;84;867;Connected
iptel.org;off;tls;on;auto;silk-24000;auto;480;off;on;957;4827;3686;2422;irc;off;auto;off;auto;speex-32000;h264;480;on;off;792;3518;113;2298;Failed
irc;off;tls;on;auto;silk-24000;rtx;480;on;on;957;4827;1834;1231;h323;off;auto;on;auto;speex-32000;vp8;480;on;off;957;2558;295;4109;Connected
aim;off;tls;on;auto;silk-24000;vp8;240;off;on;957;4827;2465;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;525;3847;246;3946;Failed
iptel.org;off;tls;on;auto;silk-24000;vp8;360;off;on;1052;4827;3102;1231;irc;on;auto;on;auto;speex-16000;vp8;480;on;off;1001;2564;113;3946;Failed
iptel.org;on;tls;off;auto;silk-16000;red;720;on;on;957;4827;1884;1231;irc;on;auto;off;auto;silk-12000;rtx;240;on;off;1201;2592;369;4109;Connected
sip;off;tls;on;auto;silk-24000;vp8;1080;off;on;1041;4827;3102;1231;irc;on;auto;off;auto;pcma-8000;vp8;480;on;off;1004;4182;113;4109;Failed
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;767;4827;3102;1231;irc;on;auto;on;auto;silk-24000;vp8;480;on;off;604;2564;113;3946;Failed
iptel.org;on;tls;off;auto;pcma-8000;h264;480;on;on;1052;4954;1601;302;irc;off;auto;off;auto;amr-wb-16000;vp8;480;on;off;938;3724;208;4109;Failed
iptel.org;on;tls;off;auto;pcma-8000;red;720;off;off;1049;4827;4494;2511;icq;off;udp;off;true;telephone-event-80000;rtx;1080;on;on;1139;3570;84;1924;Failed
irc;off;tls;on;auto;silk-24000;red;720;off;off;1049;4827;3768;1542;icq;off;auto;off;auto;silk-12000;rtx;1080;on;off;1395;3997;369;4109;Failed
iptel.org;off;tls;on;auto;silk-24000;red;480;off;on;1049;4827;4494;1542;icq;off;auto;off;auto;silk-12000;rtx;1080;on;off;938;2558;113;3946;Failed
h323;off;tls;on;auto;silk-24000;vp8;480;off;on;862;4827;1601;1801;irc;on;auto;off;auto;amr-wb-16000;vp8;480;on;off;1001;2564;113;3946;Failed
iptel.org;on;tls;off;auto;pcma-8000;h264;480;on;on;1049;4827;2912;1231;irc;off;auto;off;auto;speex-32000;vp8;1080;on;off;1001;2564;113;3946;Failed
irc;off;tls;on;auto;pcma-8000;red;480;on;on;1049;4827;2936;1231;icq;off;auto;off;auto;silk-12000;rtx;720;on;on;918;2564;113;3946;Failed
sip;off;tls;on;auto;silk-24000;red;240;off;on;957;4827;2760;1231;irc;off;auto;off;auto;silk-8000;ulpfec;480;on;off;938;2695;113;3946;Failed
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;957;4827;3111;2422;irc;off;auto;off;auto;speex-32000;ulpfec;480;on;off;564;4182;369;3611;Failed
iptel.org;on;tls;off;auto;amr-wb-16000;red;480;off;on;1484;4827;4793;318;icq;off;udp;off;true;ilbc-8000;rtx;1080;on;on;1361;3857;269;1923;Connected
irc;off;tls;on;auto;silk-24000;ulpfec;360;off;on;957;4827;1601;1231;irc;on;auto;on;auto;speex-32000;vp8;480;on;off;1029;3866;246;3946;Connected
iptel.org;off;tls;on;auto;silk-24000;red;480;off;on;929;4827;3111;2422;irc;off;auto;off;auto;silk-8000;rtx;1080;on;off;930;2592;295;3901;Failed
iptel.org;off;tls;on;auto;silk-24000;rtx;240;off;on;957;4827;3111;2422;irc;off;auto;off;auto;speex-32000;h264;480;on;off;938;3724;208;4109;Failed
irc;off;tls;on;auto;opus-48000;auto;480;off;on;1185;4575;1601;1231;irc;off;auto;on;auto;g722-16000;vp8;480;on;off;525;2564;113;3946;Connected
iptel.org;on;tls;off;auto;pcma-8000;red;480;on;on;1049;4827;2936;1231;icq;off;auto;off;auto;silk-12000;rtx;1080;on;on;918;2564;113;3946;Failed
iptel.org;off;tls;off;auto;amr-wb-16000;red;1080;on;off;1206;4827;3933;318;irc;off;udp;off;true;ilbc-8000;rtx;1080;on;on;1001;2564;208;315;Failed
iptel.org;off;tls;on;auto;silk-24000;vp8;720;off;on;1185;4827;1834;1231;irc;on;auto;on;auto;telephone-event-80000;ulpfec;240;on;off;938;2558;208;4109;Failed
sip;off;tls;on;auto;silk-24000;ulpfec;720;on;on;957;4827;3111;1231;irc;off;auto;off;auto;telephone-event-80000;vp8;360;on;off;728;2878;246;3740;Failed
iptel.org;on;tls;on;auto;silk-24000;red;480;off;on;957;4827;3111;2422;irc;off;auto;besteffort;auto;speex-32000;vp8;480;on;off;757;2722;269;2302;Failed
iptel.org;off;tls;off;auto;pcma-8000;h264;480;on;on;1049;4827;4494;1542;icq;off;auto;off;auto;pcmu-8000;rtx;1080;on;on;757;4093;208;4109;Failed
iptel.org;off;tls;on;auto;silk-24000;auto;360;off;on;1021;4827;3111;1231;irc;on;auto;on;auto;speex-32000;ulpfec;480;on;off;587;2558;113;4109;Failed
irc;off;tls;on;auto;silk-24000;red;240;off;on;957;4827;3347;1231;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;975;1103;269;1923;Failed
sip;off;tls;on;auto;silk-24000;ulpfec;240;on;on;1052;4827;3362;1063;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;938;2592;125;4082;Failed
iptel.org;on;tls;off;auto;pcma-8000;red;720;off;off;1049;4827;4494;2511;icq;off;udp;off;true;speex-16000;rtx;1080;on;off;769;2878;246;4109;Connected
iptel.org;off;tls;on;auto;silk-24000;red;480;off;on;1052;4827;1601;1801;irc;on;auto;on;auto;amr-wb-16000;vp8;480;off;off;1142;2564;113;3946;Failed
irc;off;tls;on;auto;silk-24000;rtx;240;off;on;534;4827;3102;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;938;2558;208;4109;Connected
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1052;4827;1834;1177;irc;on;auto;on;auto;speex-32000;vp8;480;on;off;1114;2558;208;4109;Failed
iptel.org;off;tls;off;auto;pcma-8000;red;720;on;off;1052;4827;4447;1231;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;1450;4182;369;3611;Failed
irc;off;tls;on;auto;silk-24000;vp8;1080;off;on;729;4827;3102;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;525;3847;246;3946;Failed
iptel.org;off;tls;off;auto;amr-wb-16000;red;1080;on;off;1206;4827;3933;318;irc;off;udp;off;true;ilbc-8000;rtx;1080;on;off;1361;3857;269;432;Connected
iptel.org;off;tls;off;true;silk-24000;auto;480;off;on;957;4827;1601;1801;irc;on;auto;off;auto;speex-16000;vp8;480;on;off;685;3847;204;3946;Failed
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;750;4827;3102;1409;irc;off;auto;on;auto;silk-8000;vp8;240;on;off;938;2558;208;4109;Failed
irc;off;tls;on;auto;silk-12000;auto;480;off;on;957;4827;820;1231;irc;off;auto;on;auto;speex-32000;vp8;480;on;off;1145;2564;113;4109;Failed
sip;on;tls;on;auto;opus-48000;vp8;1080;off;on;693;4827;3673;1231;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;1114;2878;369;3298;Failed
irc;off;tls;on;auto;silk-24000;ulpfec;240;off;on;957;4827;3347;1231;irc;on;auto;off;auto;silk-16000;vp8;480;on;off;992;4059;269;1923;Failed
iptel.org;on;tls;off;auto;pcma-8000;red;720;off;off;1049;4827;1834;1231;icq;on;auto;off;auto;silk-24000;rtx;1080;on;off;757;4093;269;2302;Connected
sip;off;tls;on;auto;silk-24000;vp8;720;off;on;1041;4827;3102;1231;irc;on;auto;on;auto;silk-16000;vp8;480;on;off;525;2564;246;3946;Failed
iptel.org;off;tls;off;auto;amr-wb-16000;red;1080;off;off;1206;4827;3933;871;icq;off;auto;off;true;silk-24000;rtx;1080;on;off;1361;3857;295;4109;Failed
irc;off;tls;on;auto;silk-24000;rtx;240;off;on;957;4827;1601;431;irc;off;auto;on;auto;g722-16000;vp8;480;on;off;525;2982;113;4109;Connected
sip;off;tls;on;auto;silk-24000;vp8;240;off;off;1282;4974;3933;1231;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;765;3857;269;1923;Failed
iptel.org;on;tls;off;auto;pcma-8000;h264;480;on;on;1049;4827;977;318;icq;off;auto;off;auto;silk-24000;rtx;1080;on;off;930;2592;295;3901;Failed
iptel.org;on;tls;on;auto;silk-24000;rtx;240;off;on;534;4827;3102;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;938;2558;208;4109;Failed
iptel.org;on;tls;off;auto;pcma-8000;h264;480;on;on;1049;4827;4494;1041;ippi;off;udp;off;true;speex-16000;rtx;1080;on;off;752;4589;204;3946;Connected
iptel.org;off;auto;on;auto;silk-24000;red;480;off;on;783;4827;1834;1028;irc;off;auto;off;auto;pcmu-8000;red;480;on;off;525;2558;113;3946;Failed
iptel.org;off;tls;on;auto;silk-24000;vp8;1080;off;on;940;4827;3111;1231;irc;off;auto;off;auto;speex-32000;vp8;480;on;off;525;2878;246;3771;Failed
aim;off;tls;on;auto;silk-24000;vp8;480;off;on;729;4827;3102;1231;irc;off;auto;on;auto;silk-8000;vp8;480;on;off;525;3847;246;3946;Failed
