product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate
irc;off;tls;on;auto;silk-24000;h264;720;off;on;808;4580;2000;711;irc;on;auto;on;auto;amr-wb-16000;vp8;720;on;off;967;2480;235;3881
iptel.org;on;tls;off;auto;silk-12000;red;1080;on;off;1470;4614;4604;3131;googletalk;on;udp;off;true;telephone-event-80000;rtx;1080;on;on;1394;3584;446;1749
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1002;4614;2905;711;h323;on;auto;on;auto;silk-8000;vp8;240;off;off;657;2681;119;3880
sip;off;tls;on;auto;silk-24000;red;240;off;off;882;4614;3425;203;irc;on;auto;off;auto;amr-wb-16000;vp8;480;on;off;1303;2480;119;2137
sip;off;tls;on;auto;silk-24000;auto;360;off;on;1035;4769;2905;1540;irc;off;auto;on;auto;silk-24000;vp8;240;on;off;1073;3059;235;3881
irc;off;tls;off;auto;silk-24000;auto;240;off;on;967;4580;2000;1294;irc;on;auto;on;auto;silk-8000;vp8;1080;on;off;697;4623;119;3881
h323;off;tls;on;auto;silk-24000;vp8;240;on;on;540;4907;1863;1282;irc;on;auto;on;auto;speex-16000;vp8;480;on;off;966;3071;235;3880
irc;off;tls;on;auto;silk-24000;auto;240;off;on;1002;4769;2905;711;irc;on;auto;on;auto;speex-16000;rtx;1080;on;on;1394;3584;271;228
irc;off;tls;off;auto;silk-24000;red;240;off;on;1002;4614;3453;203;irc;on;auto;off;auto;pcma-8000;ulpfec;480;on;on;897;2480;376;4042
irc;off;tls;on;auto;silk-24000;vp8;480;off;on;968;4907;2905;1954;irc;on;auto;off;auto;speex-16000;vp8;1080;on;off;1106;2458;119;3880
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1002;4769;2905;711;irc;on;auto;off;auto;speex-8000;ulpfec;360;on;on;1002;2681;119;3880
iptel.org;on;tls;on;auto;gsm-8000;h264;720;off;on;881;4769;2905;711;irc;on;auto;off;auto;speex-16000;vp8;480;on;off;897;2480;376;4042
sip;off;tls;on;auto;silk-24000;auto;1080;off;on;669;4907;2121;711;irc;off;auto;on;auto;speex-16000;vp8;480;on;off;897;2681;119;3880
irc;off;tls;on;auto;silk-24000;rtx;240;off;off;1181;4769;2166;711;irc;on;auto;off;auto;amr-wb-16000;vp8;720;on;off;897;3096;119;1783
irc;on;tls;on;auto;silk-24000;red;240;off;on;1181;4769;2905;711;aim;off;udp;off;auto;telephone-event-80000;rtx;1080;on;off;895;2701;446;1749
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1035;4769;2905;711;irc;on;auto;on;auto;speex-16000;ulpfec;1080;on;off;895;3096;235;3880
sip;off;tls;on;auto;pcma-8000;vp8;240;on;on;1002;4769;2905;711;h323;on;auto;besteffort;auto;silk-8000;vp8;240;on;off;1085;2681;119;3880
irc;off;tls;on;auto;silk-24000;auto;240;off;on;990;4580;2905;711;irc;on;auto;on;auto;auto;vp8;1080;on;off;1042;2681;119;1604
sip;on;tls;on;auto;silk-24000;red;240;off;on;990;4809;2905;711;irc;off;auto;on;auto;speex-8000;vp8;480;on;off;897;2480;376;4042
irc;off;tls;off;auto;silk-24000;red;240;off;on;1002;4614;3425;711;irc;off;auto;off;auto;speex-16000;vp8;720;on;off;862;3059;376;199
sip;off;tls;on;auto;pcma-8000;vp8;240;on;on;1002;4769;2905;734;irc;on;auto;on;auto;g722-16000;vp8;240;on;off;970;2681;235;3880
irc;off;tls;on;auto;silk-24000;auto;240;off;on;990;4580;4657;711;irc;off;auto;off;auto;speex-16000;vp8;480;on;off;1266;2709;119;2137
irc;off;tls;on;auto;silk-24000;auto;1080;off;on;1002;4614;2905;614;irc;off;auto;on;auto;amr-wb-16000;vp8;480;on;off;669;2681;119;3585
sip;off;tls;on;auto;silk-24000;vp8;480;off;on;968;4907;2905;711;irc;off;auto;off;auto;speex-8000;ulpfec;480;on;off;897;3830;376;3880
sip;off;tls;on;auto;silk-24000;vp8;480;off;on;1002;4769;2905;711;irc;on;auto;off;auto;speex-16000;ulpfec;480;off;off;650;2681;235;3881
sip;off;tls;on;auto;silk-24000;auto;480;on;on;988;4907;3678;711;h323;on;auto;on;auto;opus-48000;ulpfec;240;on;off;969;3957;119;3881
sip;on;tls;on;auto;silk-24000;vp8;480;off;on;540;4907;1863;711;irc;on;auto;on;auto;gsm-8000;vp8;480;on;off;1106;3151;376;1984
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1002;4614;2905;614;irc;off;auto;on;auto;amr-wb-16000;vp8;480;on;off;1303;2480;119;2137
iptel.org;on;tls;off;auto;speex-32000;red;1080;on;on;605;4907;1863;711;icq;on;udp;off;false;amr-wb-16000;rtx;1080;on;off;1394;2681;235;1479
iptel.org;on;tls;off;auto;gsm-8000;h264;480;on;on;1002;4772;4124;853;icq;off;auto;off;auto;speex-16000;rtx;1080;on;off;967;2480;235;3881
icq;off;tls;on;auto;silk-24000;vp8;240;off;on;1002;4769;3267;711;irc;on;auto;besteffort;auto;auto;vp8;240;on;off;897;3096;119;3880
iptel.org;off;tls;on;auto;silk-16000;red;240;off;off;990;4580;268;711;irc;on;auto;off;auto;speex-16000;rtx;480;on;off;967;2480;376;3880
irc;off;tls;on;auto;silk-24000;red;480;off;on;934;4614;3425;711;irc;off;auto;off;auto;pcmu-8000;ulpfec;480;on;off;895;3096;376;3880
irc;on;tls;on;auto;silk-24000;vp8;240;off;on;990;4769;2905;711;irc;on;auto;off;auto;speex-8000;ulpfec;480;on;off;897;2681;119;3510
iptel.org;off;tls;off;auto;silk-12000;red;1080;on;off;1295;4614;4365;711;irc;off;auto;off;auto;speex-16000;rtx;1080;off;off;1328;2681;119;3880
iptel.org;off;tls;off;auto;silk-12000;red;1080;on;on;1295;4614;4604;4377;ippi;off;udp;off;auto;speex-16000;rtx;1080;on;on;1394;3584;271;228
iptel.org;off;tls;off;auto;gsm-8000;h264;480;on;on;1002;4614;1658;853;icq;off;auto;off;auto;speex-16000;rtx;1080;on;on;1002;2681;119;3881
iptel.org;off;tls;off;auto;silk-12000;red;240;off;on;1181;4769;2905;711;aim;off;udp;off;true;telephone-event-80000;rtx;1080;on;off;1340;3289;119;1084
iptel.org;off;tls;off;auto;silk-12000;red;1080;on;off;1295;4614;4365;711;ippi;off;auto;off;auto;speex-16000;rtx;1080;on;off;895;3096;271;3880
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1002;4614;2905;711;irc;on;auto;off;auto;auto;vp8;480;on;off;895;3096;235;3880
iptel.org;off;tls;off;auto;silk-12000;red;1080;on;off;1470;4614;4604;3131;icq;on;udp;off;false;speex-32000;rtx;1080;on;on;1394;3584;446;2137
iptel.org;on;tls;off;auto;silk-12000;red;1080;on;off;1470;4614;4604;3131;googletalk;on;udp;off;true;telephone-event-80000;rtx;1080;on;on;1394;3584;4034;2134
aim;off;tls;on;auto;silk-24000;vp8;480;off;on;990;4580;2905;711;irc;on;auto;on;auto;auto;vp8;240;on;off;1248;2480;376;3884
irc;off;tls;on;auto;silk-16000;rtx;240;off;on;964;4769;2905;711;irc;on;auto;on;auto;g722-16000;vp8;240;on;off;650;2681;119;3880
h323;off;tls;on;auto;silk-24000;auto;480;off;on;968;4907;2492;711;irc;on;auto;on;auto;speex-8000;vp8;480;on;off;773;3096;235;3881
iptel.org;on;tls;off;auto;gsm-8000;h264;480;on;on;669;4709;3103;711;irc;on;auto;off;auto;telephone-event-80000;rtx;240;on;off;1042;3059;376;3881
irc;off;tls;on;auto;silk-24000;red;240;off;on;968;4907;2905;711;irc;off;auto;off;auto;amr-wb-16000;vp8;480;on;off;895;3779;147;3880
sip;off;tls;on;auto;silk-24000;vp8;240;on;on;1002;4769;2905;711;irc;on;auto;on;auto;g722-16000;vp8;240;on;off;650;2681;235;3881
iptel.org;off;tls;on;auto;gsm-8000;red;480;on;on;1002;4614;793;853;icq;off;auto;off;auto;speex-16000;rtx;240;on;off;895;3096;235;2953
irc;on;tls;besteffort;auto;silk-24000;red;240;off;on;990;4809;3632;1024;irc;off;auto;on;auto;auto;vp8;480;on;off;966;3071;235;3880
sip;off;tls;on;auto;silk-24000;red;240;off;on;968;4907;2905;711;irc;off;auto;on;auto;amr-wb-16000;vp8;1080;on;off;862;3059;235;3881
iptel.org;off;tls;off;auto;silk-12000;red;480;on;off;1295;4614;1863;711;icq;off;udp;off;false;amr-wb-16000;rtx;1080;on;on;1394;4132;82;485
irc;off;tls;on;auto;silk-24000;red;1080;on;off;1295;4614;4365;800;irc;off;auto;off;auto;speex-16000;rtx;1080;on;off;1002;4903;119;492
iptel.org;on;tls;off;auto;gsm-8000;h264;480;on;on;669;4709;3103;711;irc;on;auto;off;auto;telephone-event-80000;rtx;480;on;off;862;2681;119;3881
irc;off;tls;on;auto;silk-24000;auto;240;off;on;1002;4769;2905;711;irc;on;auto;on;auto;amr-wb-16000;vp8;240;on;off;1131;2681;119;571
irc;off;tls;on;auto;silk-24000;red;240;off;on;968;4907;2905;711;irc;off;auto;off;auto;gsm-8000;ulpfec;480;on;off;897;2681;119;3510
sip;off;tls;on;auto;silk-24000;vp8;240;on;on;968;4907;2442;711;irc;on;auto;besteffort;auto;g722-16000;vp8;240;on;off;970;2681;235;3880
iptel.org;on;tls;off;auto;gsm-8000;h264;480;on;on;1002;4614;3453;853;icq;off;auto;off;auto;speex-8000;rtx;720;on;off;1042;2681;119;3880
irc;off;tls;off;auto;silk-24000;red;240;on;off;1002;4769;2905;711;aim;off;auto;on;auto;telephone-event-80000;rtx;1080;on;off;895;2701;446;1749
iptel.org;on;tls;off;auto;gsm-8000;h264;480;on;on;1002;4614;3453;853;icq;off;auto;off;auto;telephone-event-80000;rtx;1080;on;on;1394;3584;446;485
irc;off;tls;on;auto;silk-24000;vp8;240;on;on;1174;4769;2905;711;irc;on;auto;on;auto;g722-16000;vp8;240;on;off;650;2681;235;3881
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;669;4769;2779;1365;irc;off;auto;off;auto;pcma-8000;ulpfec;1080;on;off;895;3096;235;3880
irc;on;tls;on;auto;silk-24000;vp8;240;off;on;577;4769;2905;711;irc;off;auto;on;auto;speex-8000;vp8;480;on;off;862;2681;119;3881
irc;off;tls;on;auto;silk-24000;red;480;on;on;934;4614;3425;711;irc;off;auto;off;auto;pcmu-8000;ulpfec;240;on;off;895;3096;271;3880
sip;off;tls;on;auto;silk-24000;auto;1080;off;on;990;4580;2905;711;irc;off;auto;on;auto;speex-16000;vp8;480;on;off;1417;2480;119;2137
iptel.org;off;tls;on;auto;silk-24000;vp8;240;off;on;1035;4769;2779;1365;irc;off;auto;off;auto;speex-16000;ulpfec;480;on;off;897;2480;271;3585
irc;off;tls;on;auto;silk-24000;vp8;480;off;on;1135;4614;3425;203;irc;on;auto;off;auto;speex-16000;ulpfec;480;on;off;621;4903;119;3881
irc;off;tls;on;auto;silk-24000;red;360;on;on;934;4614;3425;711;irc;off;auto;off;auto;pcmu-8000;ulpfec;240;on;off;1002;4903;119;3881
irc;off;tls;on;auto;silk-24000;auto;240;off;on;972;4769;2905;711;irc;on;auto;off;auto;auto;vp8;480;on;off;1125;2904;376;2369
sip;off;tls;on;auto;pcma-8000;vp8;240;on;on;1002;4769;2905;734;irc;on;auto;on;auto;auto;vp8;1080;on;off;895;4680;235;3880
sip;off;tls;on;auto;silk-24000;auto;240;on;on;990;4580;2905;711;irc;off;auto;on;auto;auto;vp8;480;on;off;972;2681;147;3880
irc;off;tls;on;auto;silk-24000;red;480;off;on;669;4614;3425;711;irc;off;auto;off;auto;speex-8000;vp8;480;on;on;897;4412;376;4042
irc;on;tls;on;auto;silk-24000;red;240;off;on;968;4907;2905;711;irc;off;auto;off;auto;g722-16000;vp8;240;on;off;650;2681;119;3880
sip;off;tls;on;auto;silk-24000;auto;240;off;on;1002;4769;2905;711;irc;off;auto;besteffort;auto;silk-8000;vp8;240;on;off;902;2480;119;3881
irc;off;tls;on;auto;silk-24000;vp8;480;off;on;1002;4614;3425;711;irc;on;auto;on;auto;speex-16000;vp8;1080;on;off;970;3275;82;485
h323;off;tls;on;auto;silk-24000;vp8;1080;off;on;990;4580;2905;711;irc;on;auto;on;auto;speex-16000;vp8;480;on;off;862;2618;513;3570
irc;off;tls;on;auto;silk-24000;h264;240;off;on;990;4580;2905;2063;irc;on;auto;off;auto;speex-16000;vp8;480;on;off;817;2480;376;3880
iptel.org;off;tls;off;auto;pcmu-8000;h264;480;off;on;669;4769;2905;711;irc;on;auto;off;true;telephone-event-80000;rtx;1080;on;off;1163;3779;119;3880
sip;off;tls;on;auto;silk-24000;auto;240;off;on;1002;4614;2905;711;irc;on;auto;off;auto;auto;vp8;720;on;off;895;3096;235;3880
h323;off;tls;on;auto;silk-24000;vp8;240;off;on;1035;4566;2779;1365;irc;off;auto;off;auto;silk-24000;vp8;240;on;off;897;3205;376;3880
irc;off;tls;on;auto;silk-24000;vp8;480;off;on;968;4907;2905;711;irc;off;auto;off;auto;speex-8000;ulpfec;480;on;off;897;3830;376;3880
iptel.org;off;tls;off;auto;silk-12000;red;240;off;on;1181;4769;2905;711;aim;off;auto;off;true;telephone-event-80000;rtx;1080;on;on;1394;3275;82;485
irc;off;tls;on;auto;silk-24000;red;360;off;on;1002;4658;2741;711;irc;on;auto;off;auto;speex-8000;rtx;480;on;off;1052;3969;119;3881
iptel.org;off;tls;on;auto;silk-24000;auto;240;off;on;940;4769;2905;711;aim;on;auto;on;auto;opus-48000;ulpfec;240;on;off;862;2681;119;3880
irc;off;tls;on;auto;amr-wb-16000;auto;240;on;on;1002;4769;3507;711;irc;on;auto;on;auto;g722-16000;vp8;240;on;off;1106;2954;82;3800
iptel.org;off;tls;off;auto;ilbc-8000;h264;480;on;on;605;4907;1863;711;icq;on;udp;off;false;auto;rtx;1080;on;off;1394;3059;271;3585
irc;off;tls;on;auto;silk-24000;red;720;off;on;1002;4907;2121;429;ippi;on;auto;off;auto;opus-48000;rtx;1080;on;off;1163;3779;376;4042
iptel.org;off;tls;off;auto;silk-24000;red;480;on;on;968;4818;2905;711;irc;on;auto;off;auto;speex-16000;red;480;on;on;1239;3584;446;1749
iptel.org;off;tls;on;auto;silk-24000;auto;240;off;on;1002;4769;2905;711;irc;off;auto;off;auto;auto;vp8;1080;on;off;895;2813;119;3881
iptel.org;off;tls;on;auto;silk-24000;red;240;off;on;1002;4658;2741;1216;irc;off;auto;off;auto;speex-8000;vp8;720;on;off;897;2480;446;1749
sip;off;tls;on;auto;silk-24000;vp8;240;off;off;1002;4614;2905;614;irc;off;auto;on;auto;amr-wb-16000;vp8;480;on;off;1174;2480;235;3880
irc;off;tls;on;auto;silk-24000;vp8;240;off;on;1035;4769;2779;1365;irc;off;auto;off;auto;ilbc-8000;ulpfec;720;on;off;1106;3071;235;1161
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1035;4769;2905;711;irc;off;auto;on;auto;telephone-event-80000;vp8;480;on;off;576;2681;147;3880
iptel.org;off;tls;off;auto;ilbc-8000;h264;480;off;on;605;4907;1863;711;icq;on;udp;off;true;auto;rtx;1080;on;on;1394;3584;446;1749
h323;off;tls;on;auto;silk-24000;vp8;240;on;on;988;4907;3678;711;h323;off;auto;on;auto;opus-48000;ulpfec;240;on;off;1042;3096;119;3880
sip;off;tls;on;auto;silk-24000;auto;480;off;on;990;4580;3395;1272;irc;on;auto;off;auto;amr-wb-16000;vp8;240;on;off;862;3059;275;3571
sip;off;tls;on;auto;silk-24000;rtx;240;off;on;1002;4769;3218;711;irc;on;auto;besteffort;auto;ilbc-8000;vp8;240;on;off;797;2681;119;3881
h323;off;tls;on;auto;silk-24000;auto;240;off;on;517;4769;2905;711;irc;on;auto;on;auto;speex-16000;vp8;240;on;off;1042;3059;271;3585
iptel.org;off;tls;on;auto;silk-24000;red;480;on;on;514;4667;2000;1294;irc;on;auto;on;auto;ilbc-8000;ulpfec;1080;on;off;895;2642;235;3880
iptel.org;off;tls;off;auto;gsm-8000;h264;480;on;on;1002;4614;793;853;icq;on;auto;off;auto;speex-8000;ulpfec;720;on;on;559;3779;376;390
sip;off;tls;on;auto;silk-24000;vp8;240;off;on;1002;4614;2905;711;h323;on;auto;on;auto;silk-8000;vp8;480;on;off;1073;3957;119;3881
sip;off;tls;on;auto;silk-24000;red;240;off;on;968;4907;2905;711;irc;off;auto;off;auto;auto;ulpfec;480;on;off;897;2681;119;3510
irc;off;tls;on;auto;silk-24000;red;480;on;on;934;4614;3425;711;irc;off;auto;off;auto;amr-wb-16000;vp8;480;on;off;1303;2480;119;2137
iptel.org;on;tls;off;auto;gsm-8000;h264;480;on;on;1002;4614;3453;853;icq;off;auto;off;false;speex-8000;rtx;1080;on;on;1394;4132;82;485
iptel.org;off;tls;on;auto;gsm-8000;h264;480;on;on;1002;4614;793;853;icq;off;auto;off;auto;speex-16000;rtx;1080;on;off;1002;4903;119;3881
sip;off;tls;on;auto;silk-24000;auto;240;off;on;934;4614;3425;711;irc;off;auto;off;auto;pcmu-8000;ulpfec;480;on;off;500;3096;376;2137
irc;off;tls;on;auto;silk-24000;vp8;480;on;on;800;4769;2905;1388;irc;on;auto;off;auto;silk-24000;vp8;480;on;off;897;3205;376;3880
iptel.org;off;tls;off;auto;silk-12000;red;240;off;on;1181;4769;2905;711;aim;off;udp;off;auto;telephone-event-80000;rtx;1080;on;off;895;2701;446;1749
aim;off;tls;on;auto;silk-24000;vp8;240;on;on;968;4907;2905;711;irc;on;auto;off;auto;speex-16000;vp8;480;on;off;897;2480;119;3881
iptel.org;on;tls;off;auto;gsm-8000;h264;480;on;on;1054;4709;3103;711;irc;on;auto;off;auto;telephone-event-80000;rtx;1080;on;off;967;2480;235;3881
irc;off;tls;on;auto;silk-24000;red;480;off;on;669;4769;3103;711;irc;on;auto;off;auto;speex-8000;h264;720;on;off;1106;3059;119;3880
sip;off;tls;on;auto;silk-24000;vp8;240;off;off;1002;4614;2905;614;irc;off;auto;on;auto;amr-wb-16000;vp8;480;on;off;1303;2480;119;2137
sip;off;tls;on;auto;silk-24000;vp8;480;off;on;669;4769;1849;711;irc;off;auto;off;auto;amr-wb-16000;vp8;240;on;off;895;3096;235;3880
sip;on;tls;on;true;silk-24000;red;240;on;on;1002;4769;2905;711;irc;on;auto;on;auto;g722-16000;vp8;240;on;off;650;2681;119;3880
iptel.org;on;tls;off;auto;silk-12000;red;360;on;off;1470;4614;3453;853;icq;off;udp;off;auto;opus-48000;rtx;1080;on;off;1274;4530;119;2323
