product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate;State
aim;on;auto;besteffort;auto;pcmu-8000;h264;480;on;off;1312;1204;3089;3680;googletalk;on;tls;off;false;speex-8000;rtx;1080;on;on;521;2102;3734;469;Connected
googletalk;on;auto;on;auto;pcmu-8000;h264;1080;off;off;1319;4548;1083;3134;ippi;off;auto;off;true;speex-8000;rtx;1080;on;off;521;3389;2362;427;Failed
h323;off;auto;besteffort;auto;pcmu-8000;h264;480;on;off;1312;1204;3089;3680;googletalk;on;tls;off;false;speex-8000;ulpfec;1080;on;on;655;1900;3917;427;Failed
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1312;4571;1238;3311;ippi;off;auto;off;false;speex-8000;rtx;1080;off;on;521;1674;2277;1505;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1319;4548;1083;3134;irc;off;auto;off;false;auto;auto;360;on;on;556;4814;2637;4201;Failed
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;off;off;945;3918;4628;2590;ippi;off;auto;off;false;pcmu-8000;auto;360;on;off;518;4890;277;4201;Connected
h323;off;auto;besteffort;auto;pcmu-8000;h264;480;on;off;1312;1204;3089;3680;googletalk;on;tls;off;false;speex-8000;rtx;1080;on;on;521;2102;3734;469;Connected
googletalk;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1312;4548;1083;3062;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;528;3389;637;4528;Failed
aim;on;auto;off;auto;pcmu-8000;h264;1080;off;off;945;3918;160;664;ippi;off;auto;off;auto;auto;auto;360;on;on;521;2917;637;4528;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1450;1040;1150;3311;ippi;off;udp;off;false;speex-8000;ulpfec;1080;on;on;528;1169;3829;3577;Failed
googletalk;off;tls;off;auto;silk-8000;vp8;1080;off;off;796;3918;4628;60;ippi;off;auto;besteffort;auto;auto;auto;360;on;off;528;4590;557;4201;Failed
googletalk;on;auto;besteffort;true;pcmu-8000;h264;720;on;off;1450;1204;3260;3311;ippi;off;tls;off;false;speex-8000;rtx;1080;on;on;521;1674;3699;469;Connected
googletalk;on;tls;off;auto;silk-12000;auto;1080;on;off;945;3918;4628;2590;ippi;off;auto;besteffort;true;silk-8000;auto;360;on;on;583;4757;277;4201;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1217;4703;193;3134;iptel.org;off;auto;off;true;pcmu-8000;auto;480;on;on;521;4456;2277;469;Failed
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;off;true;silk-8000;auto;360;on;off;583;4757;637;4528;Connected
googletalk;on;auto;besteffort;true;ilbc-8000;h264;720;off;off;1312;4548;2671;552;ippi;off;tls;off;false;speex-8000;ulpfec;1080;on;on;528;3389;1328;2826;Failed
googletalk;off;tls;off;auto;silk-8000;auto;1080;off;off;954;3918;160;1648;ippi;off;auto;off;true;silk-8000;auto;360;on;off;583;4757;637;4528;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;945;924;160;3134;ippi;off;tls;off;false;pcmu-8000;auto;360;on;off;642;4890;277;4201;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1469;1204;1910;3756;ippi;off;auto;off;false;pcmu-8000;auto;360;on;on;655;1898;3917;427;Connected
googletalk;on;tls;off;auto;telephone-event-80000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;off;true;silk-8000;auto;360;on;off;583;4757;637;4528;Connected
aim;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1363;1389;1963;3134;ippi;off;auto;off;false;speex-8000;rtx;1080;on;on;521;1674;3699;469;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;480;on;off;1450;1204;3260;3311;ippi;off;tls;off;false;speex-8000;rtx;720;on;on;541;1674;2362;427;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1312;4548;2671;552;iptel.org;off;udp;off;false;speex-8000;ulpfec;240;on;on;521;4638;637;4528;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1312;4548;1083;3062;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;528;3389;557;4201;Failed
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;besteffort;true;silk-8000;auto;360;on;off;661;4890;186;4729;Failed
googletalk;on;tls;off;auto;telephone-event-80000;ulpfec;1080;on;off;945;3918;817;60;iptel.org;off;auto;besteffort;auto;auto;auto;360;on;on;556;4814;557;4490;Failed
h323;off;auto;besteffort;auto;pcmu-8000;h264;480;on;off;1312;1204;3089;3282;googletalk;on;tls;on;false;speex-8000;ulpfec;720;on;on;541;1674;2362;427;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1460;1389;1963;3134;ippi;off;tls;off;true;pcma-8000;ulpfec;1080;on;on;655;1898;3917;427;Failed
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;720;on;off;1358;1640;3260;3311;ippi;on;tls;off;true;pcmu-8000;h264;720;on;on;541;1674;2362;427;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1319;4548;1083;3134;ippi;off;auto;off;false;pcmu-8000;auto;360;on;off;642;2162;277;4201;Connected
googletalk;on;auto;off;auto;pcmu-8000;auto;1080;on;off;1460;876;3284;3134;ippi;off;udp;off;true;pcmu-8000;auto;1080;on;on;521;1674;3699;469;Connected
googletalk;on;auto;off;auto;silk-24000;auto;1080;on;off;868;2295;4628;3134;ippi;off;auto;off;false;pcmu-8000;auto;360;on;off;556;4814;277;4201;Failed
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1399;1204;1150;3311;ippi;off;auto;off;false;pcmu-8000;auto;360;on;off;528;1213;1274;4201;Failed
aim;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1312;4548;1083;3062;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;528;3389;1918;4201;Failed
aim;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1312;4914;2414;3311;ippi;off;tls;off;false;speex-8000;rtx;1080;on;on;521;1674;3699;469;Failed
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;817;60;iptel.org;off;auto;besteffort;auto;auto;auto;360;on;on;556;4814;353;4201;Failed
googletalk;off;tls;off;auto;silk-8000;auto;1080;off;off;796;3918;160;1648;h323;off;auto;off;auto;auto;auto;360;on;off;661;4890;186;4729;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1450;1204;3260;3311;ippi;off;tls;off;true;speex-8000;rtx;1080;on;on;528;3389;557;4201;Connected
googletalk;off;tls;off;auto;silk-8000;auto;1080;off;off;945;3918;4259;60;iptel.org;off;auto;besteffort;auto;auto;auto;360;on;on;556;4814;353;4201;Failed
aim;on;auto;besteffort;true;ilbc-8000;h264;720;off;off;1312;4548;2671;552;iptel.org;off;udp;off;false;speex-8000;ulpfec;360;on;on;528;3389;1328;3577;Failed
googletalk;on;auto;off;auto;telephone-event-80000;rtx;1080;off;on;945;3918;4259;60;iptel.org;off;auto;besteffort;auto;auto;auto;360;on;on;556;4814;353;4201;Failed
googletalk;off;tls;off;auto;silk-8000;auto;1080;off;off;796;3918;4628;60;ippi;off;auto;besteffort;auto;auto;auto;360;on;off;528;4590;557;4201;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1450;1204;3260;3247;googletalk;on;tls;off;true;speex-8000;rtx;1080;on;on;521;2102;3734;469;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1399;4548;1083;3134;ippi;off;auto;off;true;speex-8000;rtx;360;on;on;521;4986;2362;427;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1450;1204;3260;3311;ippi;off;tls;off;true;speex-8000;ulpfec;1080;on;on;528;1674;2991;4240;Failed
aim;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1363;1389;1963;1648;ippi;off;auto;off;true;silk-8000;auto;360;on;off;583;4757;637;4528;Connected
googletalk;off;auto;off;auto;silk-12000;auto;1080;off;off;945;3918;160;664;ippi;off;auto;off;auto;auto;auto;360;on;off;642;126;277;4201;Failed
aim;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1450;1204;3260;3247;googletalk;on;tls;besteffort;true;speex-8000;h264;720;on;off;528;2119;1918;427;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1450;1204;3260;3247;googletalk;on;tls;off;false;speex-8000;rtx;720;on;on;521;2102;3913;469;Failed
aim;off;auto;on;auto;pcmu-8000;auto;1080;on;off;1312;4571;1238;3134;iptel.org;off;auto;off;true;silk-8000;auto;360;on;on;528;1674;2991;4240;Failed
googletalk;off;tls;off;auto;silk-24000;rtx;1080;off;off;796;4733;4628;60;ippi;off;auto;besteffort;auto;auto;auto;360;on;off;556;4814;557;4201;Connected
aim;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1450;1204;3260;3330;ippi;off;tls;off;false;speex-8000;rtx;1080;on;on;521;1674;3699;469;Connected
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1469;1204;1910;3134;ippi;off;auto;off;false;speex-32000;auto;360;on;on;528;4814;557;4240;Connected
aim;off;auto;off;auto;pcma-8000;auto;1080;off;off;945;4472;476;2602;iptel.org;off;auto;off;auto;silk-8000;auto;720;on;on;661;4757;478;4201;Failed
aim;off;auto;off;auto;silk-12000;auto;1080;off;off;945;3918;4628;2590;ippi;off;auto;off;false;pcmu-8000;auto;360;on;off;518;4890;557;4927;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1460;1204;1969;3134;iptel.org;on;tls;off;true;speex-8000;rtx;1080;on;on;521;2102;3734;469;Failed
googletalk;on;tls;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;160;664;ippi;off;auto;off;auto;auto;auto;360;on;on;521;4638;637;4528;Failed
googletalk;on;auto;besteffort;true;ilbc-8000;h264;720;off;off;1312;4548;1083;3062;icq;on;udp;off;true;speex-8000;ulpfec;1080;on;on;528;3389;1918;4201;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1460;1204;1150;3311;ippi;off;tls;off;false;pcmu-8000;auto;360;on;on;528;2754;3161;3991;Failed
googletalk;off;udp;off;auto;silk-12000;auto;1080;off;off;945;3918;4628;332;ippi;off;auto;off;auto;pcma-8000;auto;240;on;off;528;4757;277;4201;Failed
googletalk;off;auto;off;auto;silk-12000;auto;1080;off;off;945;3918;160;664;ippi;off;auto;off;true;silk-8000;auto;360;on;on;528;4814;557;427;Failed
googletalk;on;tcp;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;817;60;iptel.org;off;auto;besteffort;auto;auto;auto;240;on;off;518;4890;277;4201;Failed
aim;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;817;60;irc;off;auto;besteffort;auto;auto;auto;360;on;off;528;4814;557;4201;Failed
googletalk;on;auto;besteffort;true;ilbc-8000;h264;720;off;off;1312;4548;2671;552;iptel.org;off;udp;off;false;speex-8000;ulpfec;1080;on;on;521;4638;637;4528;Failed
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;4022;1295;iptel.org;off;auto;off;false;silk-8000;auto;360;on;on;528;4814;3867;4201;Connected
googletalk;off;tls;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;4628;332;ippi;off;auto;off;auto;pcma-8000;auto;240;on;off;528;4757;277;4201;Failed
googletalk;on;auto;off;auto;ilbc-8000;h264;1080;off;off;945;2519;3598;3134;iptel.org;off;auto;off;true;silk-8000;auto;360;on;on;583;4757;3942;4528;Connected
googletalk;off;auto;off;auto;pcmu-8000;auto;1080;on;off;1460;2604;3284;3134;ippi;off;udp;off;true;pcmu-8000;auto;360;on;on;528;1674;637;4528;Connected
googletalk;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;682;3918;4628;60;iptel.org;off;auto;besteffort;true;silk-8000;auto;360;on;off;661;4890;186;4729;Failed
googletalk;on;auto;off;true;ilbc-8000;h264;1080;off;off;1312;4548;3245;2590;ippi;off;auto;off;false;pcmu-8000;auto;360;on;on;668;3567;96;4201;Failed
googletalk;on;auto;off;auto;pcmu-8000;h264;1080;off;off;1450;1040;3228;3311;ippi;off;tls;off;false;speex-8000;ulpfec;720;on;on;528;3389;637;4528;Failed
googletalk;off;tls;off;auto;silk-8000;auto;1080;off;off;796;3918;160;1648;h323;off;auto;off;auto;telephone-event-80000;auto;360;on;off;661;4890;186;4729;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1460;1389;1963;3134;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;528;3389;637;4528;Failed
googletalk;on;tls;off;auto;silk-24000;auto;1080;on;off;627;2295;4628;3134;ippi;off;auto;off;false;pcmu-8000;auto;360;on;off;583;4757;637;4528;Connected
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1450;1040;1150;3311;ippi;off;tls;off;false;speex-8000;ulpfec;720;on;on;521;4829;2991;4201;Failed
googletalk;off;tls;off;auto;silk-24000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;off;auto;telephone-event-80000;auto;360;on;off;642;4890;277;4201;Failed
aim;on;auto;besteffort;auto;pcma-8000;h264;1080;on;off;1399;1204;1150;3311;icq;off;auto;off;false;pcmu-8000;auto;360;on;off;661;4451;4569;104;Failed
googletalk;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1312;4548;160;1295;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;528;1674;1844;4240;Failed
googletalk;on;auto;besteffort;auto;silk-12000;auto;1080;off;off;945;3918;817;60;irc;off;auto;besteffort;auto;auto;auto;360;on;off;583;4757;637;4528;Failed
googletalk;off;auto;off;auto;silk-12000;auto;1080;off;off;945;3918;160;664;ippi;off;auto;off;auto;auto;auto;360;on;on;521;4638;637;4528;Connected
aim;on;auto;besteffort;false;pcmu-8000;h264;1080;off;off;1449;1204;1083;3134;irc;off;auto;off;true;telephone-event-80000;auto;1080;on;on;528;3389;637;4528;Failed
googletalk;on;auto;off;auto;telephone-event-80000;ulpfec;1080;off;off;945;3918;817;60;iptel.org;off;auto;off;auto;silk-8000;auto;360;on;on;528;4814;1343;4201;Connected
googletalk;off;auto;off;auto;silk-24000;auto;1080;on;off;954;1649;1150;3311;ippi;off;auto;off;false;pcmu-8000;auto;360;on;on;541;626;2362;427;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1460;1204;1150;3324;ippi;off;tls;off;false;speex-8000;rtx;720;on;on;541;1674;2362;427;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1312;4571;1238;3311;ippi;off;auto;off;false;speex-8000;rtx;1080;on;on;521;4456;2277;1960;Failed
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;945;2331;4628;3134;ippi;off;auto;off;false;pcmu-8000;auto;360;on;on;528;4814;1274;4201;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;1484;4571;2700;60;iptel.org;off;auto;off;auto;speex-8000;ulpfec;240;on;on;512;4814;557;4201;Failed
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;796;3918;160;3134;icq;off;auto;off;true;silk-8000;auto;360;on;off;583;4757;637;4528;Failed
googletalk;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;817;60;irc;off;auto;besteffort;auto;auto;auto;360;on;off;556;4814;3909;4201;Connected
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;off;true;pcmu-8000;auto;360;on;off;642;4890;277;4201;Failed
googletalk;off;auto;off;auto;speex-8000;ulpfec;1080;off;off;945;3918;4628;60;ippi;off;auto;besteffort;auto;auto;auto;360;on;off;521;4638;637;4528;Failed
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1460;2513;3284;3134;ippi;off;auto;off;false;speex-8000;ulpfec;1080;off;on;521;3389;827;3577;Failed
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;796;3918;352;1648;ippi;off;auto;off;false;telephone-event-80000;auto;360;on;on;528;4814;557;4201;Connected
googletalk;on;auto;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;4628;60;iptel.org;off;auto;besteffort;auto;auto;auto;240;on;on;556;4814;277;4201;Failed
googletalk;off;auto;off;auto;silk-24000;auto;1080;off;off;796;4040;4022;1295;iptel.org;off;auto;off;true;silk-8000;auto;360;on;off;642;4890;277;4201;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1312;4571;1238;3311;ippi;off;auto;off;false;speex-8000;rtx;360;on;on;528;4814;557;4201;Failed
googletalk;on;auto;on;auto;silk-12000;h264;240;off;off;1312;4548;1083;3134;ippi;off;auto;off;false;pcmu-8000;auto;360;on;on;518;4814;557;4201;Failed
googletalk;off;tls;off;auto;telephone-event-80000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;off;true;silk-8000;auto;360;on;off;642;4890;277;4201;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;360;on;off;1312;4548;1083;60;iptel.org;on;auto;off;auto;pcmu-8000;auto;360;on;on;661;4757;277;4201;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1312;4571;1238;3311;ippi;off;tcp;off;false;speex-8000;ulpfec;1080;off;on;521;3389;1328;3577;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1460;1389;151;3134;iptel.org;off;auto;off;false;pcmu-8000;auto;360;on;off;518;4814;3734;4528;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1469;1204;1910;3988;h323;off;auto;off;false;pcmu-8000;auto;360;on;on;528;2754;3161;3621;Failed
googletalk;off;tls;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;4628;60;ippi;off;auto;besteffort;auto;auto;auto;360;on;off;642;4814;557;4201;Connected
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;720;on;off;1358;1640;3260;3311;ippi;on;tls;off;false;pcmu-8000;auto;360;on;off;642;126;277;4201;Connected
googletalk;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1345;4548;1083;3062;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;528;2119;1918;427;Failed
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1450;1204;2344;3134;ippi;off;tls;off;true;pcmu-8000;ulpfec;720;on;on;521;1674;2277;4750;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1460;2660;4552;3134;ippi;off;auto;off;false;pcmu-8000;auto;360;on;on;528;4814;107;4528;Failed
aim;on;auto;besteffort;true;pcma-8000;vp8;1080;off;off;1312;1040;1434;3311;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;528;4814;1274;4201;Failed
googletalk;off;tls;off;auto;silk-8000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;off;auto;auto;auto;240;on;on;521;4638;637;4528;Connected
googletalk;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1415;4548;160;1295;iptel.org;off;auto;off;auto;speex-8000;ulpfec;240;on;on;512;4890;4584;4201;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1319;3971;2606;3311;ippi;off;udp;off;false;speex-8000;rtx;360;on;on;551;3970;1992;4201;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;945;4248;160;1648;ippi;off;auto;off;auto;silk-8000;auto;240;on;on;556;4814;557;4201;Failed
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1399;1204;1150;3311;ippi;off;tls;off;false;speex-8000;ulpfec;720;on;on;521;1674;277;4201;Failed
aim;on;auto;off;auto;pcmu-8000;h264;1080;on;off;1363;1389;1963;3247;googletalk;on;tls;off;false;pcmu-8000;h264;1080;on;on;521;1674;3699;469;Connected
googletalk;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1312;4548;160;1295;ippi;on;udp;off;false;speex-8000;ulpfec;1080;on;on;528;1674;2991;4240;Failed
googletalk;off;auto;off;auto;pcmu-8000;auto;1080;on;off;1460;2604;3284;3134;ippi;off;udp;off;auto;pcmu-8000;auto;360;on;off;661;4890;186;1685;Failed
googletalk;on;auto;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;817;60;irc;off;auto;off;auto;auto;auto;240;on;on;556;4814;4108;4201;Failed
googletalk;on;auto;off;auto;telephone-event-80000;auto;1080;off;off;796;3918;160;2602;iptel.org;off;auto;besteffort;auto;auto;auto;240;on;on;521;4890;557;4201;Connected
googletalk;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;off;true;silk-8000;auto;360;on;off;642;4890;277;4201;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1449;1204;1083;3134;irc;off;auto;off;true;telephone-event-80000;auto;240;on;off;642;4814;557;4201;Connected
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1460;1389;1963;3134;ippi;off;tls;off;true;pcma-8000;ulpfec;1080;on;on;528;3389;637;4528;Failed
aim;on;auto;off;auto;pcmu-8000;h264;1080;off;off;512;4571;1003;312;ippi;off;auto;off;true;opus-48000;ulpfec;1080;on;on;528;4814;557;4201;Failed
aim;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1312;4548;160;1295;icq;on;udp;off;false;speex-8000;ulpfec;1080;on;on;528;4814;557;4201;Connected
aim;on;auto;off;auto;silk-12000;auto;1080;off;off;945;3918;817;3134;iptel.org;off;auto;off;auto;auto;auto;360;on;on;521;4890;277;4201;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1312;4548;1083;3062;icq;off;auto;off;false;speex-8000;ulpfec;1080;on;on;528;2754;3161;3621;Failed
googletalk;on;tls;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;4628;60;irc;off;auto;besteffort;auto;auto;vp8;240;on;on;512;4814;557;4201;Failed
googletalk;on;auto;off;auto;silk-12000;auto;1080;off;off;945;3918;4628;2590;ippi;off;auto;off;false;pcmu-8000;auto;360;on;off;518;4890;557;4927;Connected
googletalk;off;auto;off;auto;silk-12000;auto;1080;off;off;945;3918;160;571;ippi;off;auto;off;false;pcma-8000;auto;240;on;off;583;4757;1274;4683;Failed
googletalk;on;tls;off;auto;telephone-event-80000;auto;1080;off;off;945;3918;4628;60;iptel.org;off;auto;besteffort;auto;auto;auto;240;on;on;521;4638;637;4528;Connected
aim;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1312;4548;1083;3062;icq;on;udp;off;true;speex-8000;ulpfec;1080;on;on;528;3389;1918;4201;Connected
googletalk;off;auto;off;auto;silk-12000;auto;1080;off;off;945;3918;160;1295;iptel.org;off;auto;off;false;pcmu-8000;auto;360;on;on;556;4872;557;4927;Failed
googletalk;on;auto;off;auto;speex-8000;auto;1080;off;off;768;3342;1083;3134;iptel.org;off;auto;off;true;silk-8000;auto;360;on;off;642;4890;277;4201;Failed
aim;on;udp;off;auto;silk-12000;auto;1080;off;off;945;3918;160;3134;ippi;off;auto;off;false;pcmu-8000;auto;360;on;on;528;4814;557;4240;Failed
aim;on;udp;off;auto;silk-24000;auto;1080;off;off;868;3918;4628;2602;ippi;off;auto;off;auto;silk-8000;auto;360;on;on;528;4814;557;4201;Connected
googletalk;on;auto;on;true;ilbc-8000;h264;1080;off;off;1312;4548;3245;2590;ippi;off;auto;off;false;pcmu-8000;auto;360;on;off;661;4890;186;4729;Failed
googletalk;off;tls;off;auto;silk-12000;auto;1080;off;off;796;3918;160;1648;ippi;off;auto;off;false;telephone-event-80000;auto;360;on;on;556;4814;557;4201;Failed
