product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate
googletalk;off;tls;off;auto;speex-8000;ulpfec;1080;off;off;979;4630;3997;449;h323;off;auto;besteffort;auto;auto;auto;240;on;on;507;4980;52;4142
aim;on;auto;besteffort;true;pcma-8000;h264;1080;off;off;1492;1122;642;3197;icq;off;udp;off;false;pcma-8000;ulpfec;1080;on;on;507;3849;3494;3876
sip;off;tls;off;auto;telephone-event-80000;ulpfec;1080;off;on;979;4630;3997;449;ippi;off;auto;besteffort;auto;auto;auto;360;on;off;664;4945;52;4290
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1115;79;iptel.org;off;auto;off;false;speex-8000;auto;1080;on;on;540;4755;827;4290
sip;on;tcp;off;true;telephone-event-80000;ulpfec;1080;off;on;979;4630;3997;449;h323;off;auto;besteffort;auto;auto;auto;240;on;on;507;4980;52;4290
googletalk;off;auto;off;auto;speex-8000;ulpfec;1080;off;off;790;4630;4416;690;h323;off;auto;besteffort;false;auto;auto;240;on;on;507;4980;52;4290
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1492;1405;1357;3193;h323;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;on;532;4980;52;4290
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;3432;2861;3242;icq;on;auto;off;false;speex-8000;ulpfec;1080;on;on;507;4755;2949;4146
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;3242;icq;on;tls;off;false;speex-8000;rtx;1080;on;on;507;2130;3324;428
aim;on;auto;besteffort;auto;speex-16000;auto;1080;off;off;910;3070;349;3188;ippi;off;auto;off;true;pcmu-8000;auto;360;on;off;507;4877;2949;4146
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;4751;1331;79;iptel.org;on;auto;off;false;speex-8000;ulpfec;1080;on;on;507;3358;52;4290
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;1122;3164;4730;iptel.org;off;tls;off;false;speex-8000;rtx;1080;on;on;507;3358;1302;4418
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;off;off;575;1053;1581;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;507;4900;52;428
aim;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1420;1801;2861;3242;iptel.org;off;tls;off;false;speex-8000;rtx;1080;on;on;507;2130;3324;428
aim;off;auto;off;auto;pcmu-8000;h264;1080;off;off;1453;1824;2862;3218;iptel.org;off;tls;off;false;speex-8000;auto;720;on;on;507;4898;52;4142
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1420;4751;1331;3197;icq;off;udp;off;false;pcma-8000;ulpfec;1080;on;on;507;3358;2802;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1420;1801;1743;3242;icq;on;tls;off;false;speex-8000;rtx;720;on;on;507;4189;3324;428
aim;on;auto;besteffort;auto;silk-24000;h264;1080;on;off;1492;1801;4894;3193;ippi;off;auto;off;false;pcma-8000;auto;360;on;on;507;3358;3415;4928
googletalk;off;auto;off;true;speex-8000;auto;1080;off;off;873;3238;1128;449;h323;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4142
googletalk;on;auto;off;auto;silk-8000;auto;1080;off;off;591;4417;4894;1777;ippi;off;auto;off;auto;pcma-8000;auto;240;on;on;507;4900;52;4146
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1446;1801;1743;3193;iptel.org;off;tls;off;true;pcma-8000;auto;360;on;off;507;4945;52;4146
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4098;4894;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;664;4945;52;4290
googletalk;on;auto;on;auto;pcmu-8000;h264;1080;off;off;1476;1801;931;3242;iptel.org;on;udp;off;false;speex-8000;ulpfec;720;on;on;507;3358;3167;4418
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1420;2276;3975;3242;ippi;off;auto;off;true;pcmu-8000;auto;360;on;off;507;4755;2949;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1420;1801;2861;3242;h323;off;udp;off;true;speex-8000;auto;360;on;on;664;4945;52;4142
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1315;4837;349;2642;ippi;off;udp;off;true;pcma-8000;ulpfec;1080;on;off;962;4945;52;4290
googletalk;off;auto;off;auto;gsm-8000;h264;1080;off;off;979;4630;4416;690;h323;off;auto;besteffort;auto;pcma-8000;auto;360;on;off;507;4898;52;4479
googletalk;on;auto;off;auto;gsm-8000;h264;1080;off;off;979;4605;4894;3193;h323;off;auto;off;true;silk-8000;auto;360;on;on;664;4945;52;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1420;1801;2247;79;iptel.org;off;auto;off;true;speex-8000;ulpfec;1080;on;on;507;3358;1302;2655
googletalk;off;auto;off;auto;telephone-event-80000;ulpfec;1080;off;off;979;4630;4416;690;iptel.org;off;auto;besteffort;auto;auto;auto;240;on;off;664;4945;4845;4290
h323;on;auto;besteffort;auto;pcmu-8000;h264;480;on;off;1420;1801;2861;3242;icq;on;tls;off;false;speex-8000;rtx;1080;on;on;507;2130;3324;428
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;1710;iptel.org;off;tls;off;true;speex-8000;auto;720;on;on;507;3366;52;4290
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1420;1801;1743;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;507;3358;1302;4418
aim;off;auto;besteffort;auto;pcmu-8000;auto;1080;on;off;910;2269;349;3188;ippi;off;auto;off;false;pcma-8000;ulpfec;1080;off;on;507;4611;200;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1492;4751;1331;79;iptel.org;off;auto;off;false;pcmu-8000;ulpfec;360;on;off;664;4945;52;4290
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1404;4751;1331;3197;icq;off;tls;off;false;ilbc-8000;rtx;360;on;off;664;4945;52;4290
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;549;4098;4894;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;664;4945;52;4142
googletalk;off;auto;off;auto;gsm-8000;auto;1080;off;off;952;3238;1128;1081;h323;off;auto;off;true;pcma-8000;auto;360;on;off;664;4945;52;3911
googletalk;on;auto;off;auto;telephone-event-80000;ulpfec;1080;off;off;979;4630;4416;690;h323;off;auto;besteffort;auto;auto;auto;240;on;off;664;4945;52;4290
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;4751;1331;3197;icq;off;udp;off;false;pcma-8000;ulpfec;1080;on;on;507;3358;2802;4418
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;off;off;1492;4751;642;3197;icq;off;udp;off;false;pcma-8000;ulpfec;1080;on;off;507;1570;1302;381
aim;off;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1420;1801;2861;3242;ippi;off;auto;off;true;pcmu-8000;auto;360;on;off;515;826;2669;3501
googletalk;off;auto;besteffort;auto;pcmu-8000;auto;1080;off;off;1492;1801;642;3197;icq;off;tls;off;false;speex-8000;auto;720;on;on;507;3366;1302;1164
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1420;1801;1743;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;664;4945;52;4290
googletalk;off;auto;off;auto;silk-8000;auto;1080;off;off;591;4417;4894;1777;ippi;off;auto;off;auto;pcma-8000;auto;240;on;on;507;4900;52;4146
aim;off;tcp;off;auto;silk-8000;auto;1080;off;off;873;4098;4894;415;ippi;off;auto;off;true;telephone-event-80000;auto;240;on;off;532;4980;52;4142
googletalk;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;591;4098;4894;3193;ippi;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4142
googletalk;on;tls;on;true;telephone-event-80000;ulpfec;1080;off;on;979;4630;3997;449;h323;off;auto;besteffort;auto;auto;auto;240;on;on;507;4980;52;4290
googletalk;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;591;4098;4894;1078;ippi;off;auto;off;true;telephone-event-80000;auto;360;on;off;507;4945;4244;4290
aim;on;auto;on;auto;pcmu-8000;auto;1080;off;off;1492;1801;642;3197;icq;off;udp;off;false;pcma-8000;ulpfec;1080;on;on;507;4611;200;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1420;1801;2861;3242;iptel.org;off;tls;off;false;speex-8000;auto;720;on;on;507;3358;3415;4146
googletalk;on;auto;off;auto;gsm-8000;h264;1080;off;off;591;4116;4894;1078;ippi;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4479
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1420;1610;3975;3242;ippi;off;auto;off;true;pcmu-8000;auto;360;on;off;507;4755;2949;4142
googletalk;on;auto;off;auto;telephone-event-80000;ulpfec;1080;off;off;979;4630;4416;690;h323;off;auto;besteffort;auto;auto;auto;360;on;off;664;4945;52;4290
googletalk;off;auto;off;auto;silk-8000;auto;1080;on;off;591;4417;3940;1777;ippi;off;auto;off;auto;pcma-8000;auto;360;on;off;507;4945;4302;4418
googletalk;on;auto;off;auto;pcmu-8000;h264;1080;off;off;1492;4751;1331;79;iptel.org;off;auto;off;true;pcma-8000;auto;720;on;off;507;3368;52;1262
googletalk;on;auto;on;auto;pcmu-8000;h264;1080;on;off;1420;1801;2861;3242;iptel.org;off;tls;off;false;speex-8000;auto;720;on;off;664;4945;52;3911
googletalk;off;auto;off;auto;silk-8000;auto;1080;off;off;591;4417;4894;1777;ippi;off;auto;besteffort;auto;auto;auto;240;on;off;664;4980;52;4290
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;1407;4605;4894;3193;h323;off;auto;off;true;silk-8000;auto;360;on;on;507;4755;2949;4146
googletalk;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;979;4630;3997;449;ippi;off;auto;besteffort;auto;auto;auto;240;on;off;664;4945;52;4290
googletalk;off;auto;off;auto;speex-8000;red;1080;off;off;1492;4751;1331;2642;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;507;3366;3324;957
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1331;79;iptel.org;off;auto;off;false;ilbc-8000;ulpfec;1080;on;on;514;3358;3324;428
aim;on;auto;off;auto;telephone-event-80000;auto;1080;off;off;591;4098;4894;1078;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;664;4945;52;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;3218;iptel.org;off;auto;on;false;speex-8000;rtx;1080;on;on;507;2130;3324;428
aim;on;auto;on;auto;speex-8000;ulpfec;1080;off;off;902;4098;4894;415;ippi;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4611;200;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1331;79;icq;off;udp;off;false;ilbc-8000;ulpfec;360;on;off;507;4898;4843;4146
aim;on;auto;on;auto;pcmu-8000;auto;1080;off;off;1492;1801;642;3197;icq;off;auto;off;false;pcma-8000;ulpfec;1080;on;on;507;4611;200;4146
aim;on;auto;off;auto;gsm-8000;auto;1080;off;off;952;3238;1128;1081;h323;off;auto;off;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4142
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;591;4116;4894;1078;ippi;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;on;507;4898;52;4479
googletalk;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1420;1801;1743;3193;ippi;off;auto;off;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;910;2269;349;3188;ippi;off;udp;off;true;ilbc-8000;auto;480;on;off;507;4019;52;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1331;79;icq;on;auto;off;false;amr-wb-16000;ulpfec;1080;on;on;507;3366;1302;2655
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;2186;3242;icq;on;tls;off;false;speex-8000;auto;1080;off;off;540;4755;827;3876
sip;off;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1420;1801;230;3242;ippi;off;auto;off;true;pcma-8000;auto;1080;on;on;507;3366;749;4142
googletalk;off;auto;off;auto;gsm-8000;h264;1080;off;off;979;4630;4894;1602;ippi;off;auto;off;false;auto;auto;360;on;off;507;4945;52;4146
googletalk;off;auto;off;auto;gsm-8000;h264;1080;off;off;979;4630;4894;1602;ippi;off;auto;off;false;pcma-8000;auto;360;on;off;507;4945;52;4146
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1644;79;iptel.org;on;auto;off;true;speex-8000;ulpfec;720;on;on;507;4611;200;4110
aim;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1420;1801;2861;3242;iptel.org;on;tls;off;false;speex-8000;auto;720;on;off;501;3996;200;4451
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1492;1335;1331;79;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;507;3366;749;428
googletalk;on;auto;off;auto;telephone-event-80000;ulpfec;1080;off;on;979;4630;3997;449;ippi;off;auto;besteffort;auto;auto;auto;240;on;on;507;4927;2669;4420
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1331;3197;icq;off;udp;off;false;pcma-8000;ulpfec;1080;on;on;507;3358;2802;4142
sip;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;591;4630;3997;449;iptel.org;off;auto;besteffort;auto;auto;auto;240;on;on;507;4945;52;4142
googletalk;on;auto;off;auto;telephone-event-80000;auto;1080;off;off;1492;3616;4549;79;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;664;4945;52;3911
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;873;4098;4894;3193;ippi;off;auto;off;true;telephone-event-80000;auto;360;on;off;664;4945;52;4290
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;2247;3242;icq;on;tls;off;false;speex-8000;auto;1080;on;on;507;4755;2949;4146
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;3242;icq;on;tls;off;false;speex-8000;rtx;1080;on;on;507;2130;3324;428
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1492;4751;1331;79;iptel.org;off;auto;off;true;speex-8000;ulpfec;1080;on;on;507;3358;1206;3368
googletalk;on;auto;off;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;3218;iptel.org;off;tls;off;false;speex-8000;auto;720;on;on;507;3358;3415;4146
googletalk;on;tls;off;true;telephone-event-80000;ulpfec;1080;off;on;979;4630;3997;449;h323;off;auto;besteffort;auto;auto;auto;240;on;on;507;4755;2949;4146
googletalk;off;auto;off;auto;telephone-event-80000;ulpfec;1080;off;off;979;4630;3997;449;ippi;off;auto;besteffort;auto;auto;auto;360;on;off;507;4945;52;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1821;79;iptel.org;off;auto;off;true;telephone-event-80000;auto;360;on;on;507;4898;52;4142
googletalk;on;auto;off;auto;telephone-event-80000;auto;1080;off;off;591;4098;4894;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;507;4980;200;4418
googletalk;on;auto;off;auto;pcmu-8000;h264;1080;off;off;591;4098;4894;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;507;4980;200;4418
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;642;477;ippi;off;auto;off;true;pcmu-8000;auto;360;on;off;507;4945;52;4142
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;4751;1331;79;iptel.org;off;auto;off;auto;pcma-8000;auto;360;on;off;507;4945;4302;4418
googletalk;off;auto;off;auto;gsm-8000;auto;1080;on;off;591;4098;4894;3193;ippi;off;auto;off;true;telephone-event-80000;auto;360;on;off;507;3366;1302;1164
aim;on;auto;besteffort;true;ilbc-8000;h264;360;off;off;1492;4751;1331;79;iptel.org;off;auto;off;false;pcma-8000;auto;360;on;off;507;3358;827;4493
googletalk;on;auto;off;auto;gsm-8000;auto;1080;off;off;591;4098;4894;449;h323;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4142
googletalk;on;auto;off;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;3218;iptel.org;off;auto;off;true;speex-8000;rtx;1080;on;on;507;1570;1302;2655
icq;on;auto;on;auto;speex-8000;vp8;1080;on;off;952;3238;1128;449;h323;off;auto;besteffort;auto;telephone-event-80000;h264;360;on;off;507;4898;52;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;995;4751;1821;79;iptel.org;off;auto;off;true;speex-8000;ulpfec;1080;on;on;664;4945;52;4290
aim;off;auto;off;auto;pcmu-8000;h264;1080;off;off;1492;1122;349;3188;ippi;off;udp;off;true;ilbc-8000;auto;360;on;off;507;3358;827;4142
aim;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1492;4751;1120;79;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;507;3358;52;4290
aim;on;auto;besteffort;true;ilbc-8000;h264;1080;off;off;1492;4751;1331;79;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;514;3881;200;4451
googletalk;off;auto;off;auto;telephone-event-80000;ulpfec;1080;off;off;979;3238;642;477;irc;off;auto;besteffort;auto;auto;auto;240;on;off;500;4945;52;4146
sip;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;591;4098;4894;1078;h323;off;auto;off;true;pcma-8000;auto;240;on;off;507;4980;52;4290
googletalk;off;tcp;off;auto;telephone-event-80000;ulpfec;1080;off;off;873;3333;1128;690;h323;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4142
googletalk;off;tcp;off;auto;speex-8000;ulpfec;1080;off;off;952;3238;1128;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;507;4980;200;4418
aim;off;auto;off;auto;pcmu-8000;h264;1080;on;off;1420;1801;1743;3242;ippi;off;auto;off;true;pcma-8000;auto;1080;on;on;507;3366;749;4142
aim;on;auto;besteffort;true;pcma-8000;h264;1080;off;off;1492;1122;642;3197;icq;off;udp;off;false;pcma-8000;ulpfec;1080;on;on;507;3849;3494;241
googletalk;on;auto;off;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;3218;iptel.org;off;auto;off;true;speex-8000;rtx;1080;on;on;507;1570;1302;381
googletalk;off;auto;off;auto;speex-8000;ulpfec;1080;off;off;1492;4751;1331;79;iptel.org;off;tls;off;true;pcma-8000;auto;360;on;off;664;4980;1393;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1331;3218;iptel.org;off;tls;off;false;speex-8000;auto;360;on;on;664;4945;52;4142
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1446;1801;2861;3242;icq;on;tls;off;false;speex-8000;auto;1080;on;on;507;2130;3324;428
aim;on;auto;besteffort;auto;ilbc-8000;h264;1080;on;off;1420;1801;2861;3242;iptel.org;off;auto;off;false;pcma-8000;ulpfec;1080;on;off;664;4945;52;4290
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;4751;1331;674;iptel.org;off;tls;off;false;speex-8000;ulpfec;1080;on;on;507;2130;3324;428
sip;off;tls;off;auto;telephone-event-80000;ulpfec;1080;off;off;979;4630;3997;449;h323;off;auto;off;auto;auto;auto;240;on;off;664;4945;52;4290
aim;on;auto;besteffort;auto;pcma-8000;h264;1080;on;off;1492;1465;290;79;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;507;3358;52;4290
googletalk;off;auto;off;auto;gsm-8000;auto;1080;on;off;591;4265;4894;3193;ippi;off;auto;off;false;pcma-8000;auto;240;on;off;507;4898;52;4142
googletalk;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1492;1390;2247;3242;icq;on;tls;off;false;speex-8000;rtx;1080;on;on;507;2130;749;957
aim;off;auto;off;auto;telephone-event-80000;auto;1080;off;off;902;4098;4894;415;ippi;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4611;200;4142
googletalk;off;tcp;off;auto;telephone-event-80000;ulpfec;1080;off;off;873;3333;1128;690;iptel.org;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4980;52;4290
googletalk;off;auto;besteffort;auto;pcmu-8000;auto;1080;off;off;1492;1801;642;3197;icq;off;udp;off;false;pcma-8000;ulpfec;1080;on;on;507;4611;200;4142
googletalk;off;auto;off;auto;speex-8000;ulpfec;1080;off;off;952;3238;1128;1078;ippi;off;auto;off;true;auto;auto;360;on;off;507;4611;416;4142
googletalk;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;979;4630;3997;449;ippi;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;on;664;4980;52;4290
googletalk;on;auto;off;auto;telephone-event-80000;auto;1080;off;off;873;3238;1128;449;h323;off;auto;besteffort;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;1387;3242;iptel.org;on;auto;off;false;ilbc-8000;rtx;1080;on;on;712;2130;3324;428
aim;on;auto;besteffort;auto;ilbc-8000;h264;360;off;off;1492;4751;642;477;ippi;off;auto;off;false;speex-8000;ulpfec;480;on;on;664;4945;52;4290
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;4751;2861;3242;icq;on;auto;off;false;speex-8000;ulpfec;1080;on;on;664;4945;52;4290
aim;on;auto;off;auto;pcmu-8000;h264;1080;off;off;1492;1597;1513;79;iptel.org;on;auto;off;true;speex-8000;ulpfec;1080;on;on;514;3358;3415;4458
aim;on;auto;besteffort;auto;pcmu-8000;rtx;1080;off;off;575;1053;1581;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;507;4900;52;4146
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1420;1801;2861;3242;ippi;off;auto;off;true;pcmu-8000;auto;360;on;off;515;826;2669;3501
googletalk;on;tcp;off;auto;telephone-event-80000;ulpfec;1080;off;off;979;4630;3997;449;h323;off;auto;besteffort;auto;auto;auto;240;on;on;507;4945;52;4142
aim;off;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;910;2269;349;3188;ippi;off;auto;off;true;pcmu-8000;auto;360;on;off;540;4755;827;3876
sip;off;tls;off;auto;telephone-event-80000;ulpfec;1080;off;on;979;4630;3997;449;iptel.org;off;auto;besteffort;auto;auto;auto;240;on;on;664;4945;52;4872
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;4751;1331;79;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;507;3366;749;428
aim;on;auto;besteffort;true;ilbc-8000;h264;480;off;off;1492;4751;1120;79;iptel.org;off;auto;off;false;amr-wb-16000;ulpfec;240;on;on;507;4980;1287;4290
aim;off;auto;besteffort;auto;pcmu-8000;h264;480;off;off;1343;2243;2121;3193;icq;off;tls;off;false;pcma-8000;auto;360;on;off;507;4611;1422;4146
googletalk;on;auto;off;auto;pcmu-8000;h264;1080;off;off;1492;4751;2339;3197;icq;off;auto;off;false;speex-8000;rtx;1080;on;on;507;3274;1254;1661
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;4751;1331;3371;iptel.org;off;auto;off;false;pcma-8000;ulpfec;1080;on;on;540;4755;827;4142
googletalk;off;auto;off;auto;telephone-event-80000;auto;1080;on;off;1420;1801;1743;3193;ippi;off;tls;off;true;pcma-8000;auto;360;on;off;664;4945;52;4290
sip;off;tls;off;auto;telephone-event-80000;ulpfec;1080;off;off;979;3238;642;477;irc;off;auto;besteffort;auto;auto;auto;240;on;off;500;4945;52;4146
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1482;1465;1409;3193;ippi;off;auto;off;true;pcma-8000;auto;360;on;on;801;4945;52;4290
aim;off;auto;besteffort;auto;pcmu-8000;h264;360;on;off;1420;1801;2861;3242;iptel.org;on;tls;off;false;speex-8000;auto;1080;on;on;507;2130;3324;428
sip;off;tcp;off;auto;telephone-event-80000;auto;1080;off;off;591;4098;4894;1078;ippi;off;auto;off;true;telephone-event-80000;auto;360;on;off;507;4898;52;4142
googletalk;on;auto;off;auto;telephone-event-80000;auto;1080;on;off;591;4098;4894;3193;ippi;off;auto;off;false;pcma-8000;auto;360;on;off;547;4611;200;4142
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;3242;iptel.org;on;tls;off;true;pcma-8000;auto;360;on;on;507;3358;1302;4418
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;1801;2861;3242;iptel.org;off;auto;off;false;speex-8000;auto;720;on;on;507;3358;3415;4146
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4098;4894;3193;ippi;off;auto;off;auto;telephone-event-80000;auto;360;on;off;507;4898;52;4142
aim;off;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1473;1801;2861;3242;iptel.org;on;tls;off;false;speex-8000;auto;720;on;off;507;3274;1254;1661
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1492;4751;1331;4943;icq;on;auto;off;true;pcma-8000;auto;360;on;off;664;4980;200;4142
aim;on;auto;besteffort;true;pcmu-8000;h264;1080;off;off;1492;4751;1331;3193;icq;off;tls;off;false;pcma-8000;auto;360;on;on;507;4945;52;4142
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1476;4575;1504;3197;iptel.org;on;auto;off;true;pcma-8000;auto;360;on;off;507;3366;3324;957
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1372;1801;2247;3242;ippi;off;tls;off;false;pcma-8000;ulpfec;1080;on;on;507;3849;3494;241
aim;on;auto;off;auto;pcmu-8000;h264;1080;on;off;1372;1801;2247;3242;ippi;off;tls;off;false;pcmu-8000;rtx;360;on;on;515;158;52;4142
sip;on;auto;besteffort;auto;pcmu-8000;h264;1080;off;off;1404;4751;1331;3197;icq;off;tls;off;false;speex-8000;auto;1080;on;on;540;4755;827;3876
googletalk;on;auto;off;auto;pcmu-8000;ulpfec;1080;off;off;910;3070;349;3188;ippi;off;auto;off;true;pcma-8000;auto;360;on;off;664;4980;200;4142
aim;on;auto;besteffort;auto;pcmu-8000;h264;1080;on;off;1492;2355;1120;79;iptel.org;off;auto;off;auto;speex-8000;ulpfec;1080;on;on;514;3358;2335;4146
aim;off;auto;besteffort;auto;speex-8000;vp8;1080;off;off;1492;4751;290;79;iptel.org;off;auto;off;false;speex-8000;ulpfec;1080;on;on;507;3358;52;4290
